㔢	ʨiæʔ˥$
稻	dau˨˩˦$
稼	kia˥$
稽	ki˧˧˦$
稿	kau˧˨˥$
穀	koʔ˥$
穄	ʨi˥$
穆	moʔ˨˧$
穌	su˧˧˦$
積	ʨiɪʔ˥$
穎	ɦiŋ˨˩˦$
穗	ʑy˧˥$
穢	huei˥$
穩	uəŋ˧˨˥$
穫	ɦuəʔ˨˧$
穰	niaŋ˨˨˦$
穴	ɦiaʔ˨˧$
穵	uæʔ˥$
究	kiɤu˥$
穷	gyoŋ˨˨˦$
穹	kʰyoŋ˧˧˦$
空	kʰoŋ˧˧˦$
穿	ʨʰyø˧˧˦$
突	duəʔ˨˧$
窃	ʨʰiæʔ˥$
窅	iau˧˨˥$
窈	iau˧˨˥$
窍	kʰiau˥$
窑	ɦiau˨˨˦$
窒	ʦɿ˥$
窕	tʰiau˧˨˥$
窖	kau˥$
窗	ʨʰyɔ̃˧˧˦$
窘	gyoŋ˨˩˦$
窜	ʦʰuø˥$
窝	ou˧˧˦$
窟	kʰuøʔ˥$
窠	kʰou˧˧˦$
窥	kʰuei˧˧˦$
窦	dɤu˧˥$
窨	iŋ˥$
窩	ou˧˧˦$
窮	gyoŋ˨˨˦$
窯	ɦiau˨˨˦$
窳	ɦy˨˩˦$
窺	kʰuei˧˧˦$
窾	kʰuø˧˨˥$
窿	loŋ˨˨˦$
竄	ʦʰuø˥$
竅	kʰiau˥$
竇	dɤu˧˥$
竈	ʦau˥$
竊	ʨʰiæʔ˥$
立	liɪʔ˨˧$
竖	ʑy˨˩˦$
站	ʣᴇ˧˥$
竞	giŋ˧˥$
竟	kiŋ˥$
章	ʦɔ̃˧˧˦$
竣	ʨyoŋ˥$
童	doŋ˨˨˦$
竦	soŋ˧˨˥$
竭	giæʔ˨˧$
端	tuø˧˧˦$
競	giŋ˧˥$
竹	ʨyuʔ˥$
竺	ʨyuʔ˥$
竽	ɦy˨˨˦$
竿	kᴇ˧˧˦$
笃	toʔ˥$
笆	pa˧˧˦$
笈	giɪʔ˨˧$
笋	ɕyoŋ˧˨˥$
笏	huøʔ˥$
笐	ɦɔ̃˧˥$
笑	ɕiau˥$
笔	piɪʔ˥$
笙	saŋ˧˧˦$
笛	diɪʔ˨˧$
笠	liɪʔ˨˧$
笡	ʦʰᴇ˥$
笤	diau˨˨˦$
符	vu˨˨˦$
笨	bəŋ˧˥$
笫	ʦɿ˧˨˥$
第	di˧˥$
笳	kia˧˧˦$
笺	ʨiᴇ˧˧˦$
笼	loŋ˨˨˦$
筆	piɪʔ˥$
等	təŋ˧˨˥$
筋	kiŋ˧˧˦$
筌	ʨʰyø˧˧˦$
筍	ɕyoŋ˧˨˥$
筏	væʔ˨˧$
筐	kʰuɔ̃˧˧˦$
筑	ʨyuʔ˥$
筒	doŋ˨˨˦$
答	tæʔ˥$
策	ʦʰaʔ˥$
筛	sɿ˧˧˦$
筝	ʦaŋ˧˧˦$
筢	bo˨˨˦$
筥	ky˧˨˥$
筲	sau˧˧˦$
筵	ɦiᴇ˨˨˦$
筷	kʰua˥$
筹	ʥiɤu˨˨˦$
签	ʨʰiᴇ˧˧˦$
简	kᴇ˧˨˥$
箅	bi˧˥$
箇	køʔ˥$
箉	da˨˩˦$
箋	ʨiᴇ˧˧˦$
箍	ku˧˧˦$
箏	ʦaŋ˧˧˦$
箐	ʨiŋ˧˧˦$
箔	bɔʔ˨˧$
箕	ki˧˧˦$
算	suø˥$
箜	kʰoŋ˧˧˦$
管	kuø˧˨˥$
箧	kʰiæʔ˥$
箩	lou˨˨˦$
箪	tᴇ˧˧˦$
箫	ɕiau˧˧˦$
箬	niaʔ˨˧$
箭	ʨiᴇ˥$
箱	ɕiaŋ˧˧˦$
箸	ʣɿ˧˥$
節	ʨiæʔ˥$
篁	ɦuɔ̃˨˨˦$
範	vᴇ˨˩˦$
篆	ʥyeo˨˩˦$
篇	pʰiᴇ˧˧˦$
篋	kʰiæʔ˥$
篓	lɤu˨˩˦$
篚	fi˧˨˥$
篡	ʦʰuø˥$
篤	toʔ˥$
篦	bi˧˥$
篩	sɿ˧˧˦$
篮	lᴇ˨˨˦$
篱	li˨˨˦$
篷	boŋ˨˨˦$
篾	miæʔ˨˧$
簇	ʦʰoʔ˥$
簍	lɤu˨˩˦$
簏	loʔ˨˧$
簞	tᴇ˧˧˦$
簟	diᴇ˨˩˦$
簡	kᴇ˧˨˥$
簦	təŋ˧˧˦$
簧	ɦuɔ̃˨˨˦$
簪	ʦø˧˧˦$
簫	ɕiau˧˧˦$
簷	ɦiᴇ˨˨˦$
簸	po˧˨˥$
簽	ʨʰiᴇ˧˧˦$
簾	liᴇ˨˨˦$
簿	bu˨˩˦$
籁	la˧˥$
籃	lᴇ˨˨˦$
籌	ʥiɤu˨˨˦$
籍	ʑi˧˥$
籟	la˧˥$
籠	loŋ˨˨˦$
籤	ʨʰiᴇ˧˧˦$
籥	ɦiaʔ˨˧$
籬	li˨˨˦$
籮	lou˨˨˦$
籲	ɦy˧˥$
米	mi˨˩˦$
籴	diɪʔ˨˧$
类	lei˧˥$
籽	ʦɿ˧˨˥$
粉	fəŋ˧˨˥$
粒	løʔ˨˧$
粕	pʰɔʔ˥$
粗	ʦʰu˧˧˦$
粘	ʦᴇ˧˧˦$
粜	tʰiau˥$
粟	ɕyɔʔ˥$
粤	ɦiaʔ˨˧$
粥	ʨyuʔ˥$
粪	fəŋ˥$
粮	liaŋ˨˨˦$
粱	liaŋ˨˨˦$
粲	ʦʰᴇ˥$
粳	kaŋ˧˧˦$
粵	ɦiaʔ˨˧$
粹	sei˥$
粼	liŋ˨˨˦$
粽	ʦoŋ˥$
精	ʨiŋ˧˧˦$
糊	ɦu˨˨˦$
糍	zɿ˨˨˦$
糕	kau˧˧˦$
糖	dɔ̃˨˨˦$
糙	ʦʰau˥$
糜	mi˨˨˦$
糞	fəŋ˥$
糟	ʦau˧˧˦$
糠	kʰɔ̃˧˧˦$
糤	sᴇ˧˨˥$
糧	liaŋ˨˨˦$
糯	nou˧˥$
糴	diɪʔ˨˧$
糶	tʰiau˥$
系	hi˥$
糾	kiɤu˧˨˥$
紀	ki˧˨˥$
紂	ʥiɤu˨˩˦$
約	iaʔ˥$
紅	ŋ˨˨˦$
紆	y˧˧˦$
紈	ɦuø˨˨˦$
紊	vəŋ˧˥$
紋	vəŋ˨˨˦$
納	næʔ˨˧$
紐	niɤu˨˩˦$
紓	ɕy˧˧˦$
純	ʑyoŋ˨˨˦$
紗	sa˧˧˦$
紘	ɦoŋ˨˨˦$
紙	ʦɿ˧˨˥$
級	kiɪʔ˥$
紛	fəŋ˧˧˦$
紝	ʑiŋ˧˥$
素	su˥$
紡	fɔ̃˧˨˥$
索	sɔʔ˥$
紧	kiŋ˧˨˥$
紨	bu˧˥$
紫	ʦɿ˧˨˥$
紮	ʦæʔ˥$
累	lei˨˩˦$
細	ɕi˥$
紱	føʔ˥$
紲	ɕiæʔ˥$
紳	ɕiŋ˧˧˦$
紵	ʣɿ˨˩˦$
紹	ʑiau˨˩˦$
紼	føʔ˥$
絀	ʨʰyʔ˥$
終	ʨyoŋ˧˧˦$
組	ʦu˧˨˥$
絆	pᴇ˥$
結	kiæʔ˥$
絑	ʨy˧˧˦$
絕	ʑyəʔ˨˧$
絞	kau˧˨˥$
絡	lɔʔ˨˧$
絢	hyø˥$
給	kiɪʔ˥$
絨	nyoŋ˨˨˦$
絪	iŋ˧˧˦$
絮	ɕy˥$
絰	diæʔ˨˧$
統	tʰoŋ˧˨˥$
絲	sɿ˧˧˦$
絹	kyø˧˧˦$
綁	pɔ̃˧˨˥$
綏	ɕy˧˧˦$
經	kiŋ˧˧˦$
綠	loʔ˨˧$
綢	ʥiɤu˨˨˦$
綦	gi˨˨˦$
綬	ʑiɤu˨˩˦$
維	vi˨˨˦$
綮	kʰi˧˨˥$
綰	uᴇ˧˨˥$
綱	kɔ̃˧˧˦$
網	mɔ̃˨˩˦$
綴	ʨy˥$
綸	kuø˧˧˦$
綹	liɤu˨˩˦$
綺	kʰi˧˨˥$
綻	ʣᴇ˧˥$
綽	ʨʰiaʔ˥$
綾	liŋ˨˨˦$
綿	miᴇ˨˨˦$
緄	kuəŋ˧˨˥$
緇	ʦɿ˧˧˦$
緊	kiŋ˧˨˥$
緋	fi˧˧˦$
緒	ʥy˨˩˦$
緗	ɕiaŋ˧˧˦$
緘	kᴇ˧˧˦$
線	ɕiᴇ˥$
緝	ʨʰiɪʔ˥$
緞	duø˧˥$
締	di˧˥$
緣	ɦyø˨˨˦$
編	piᴇ˧˧˦$
緩	ɦuø˨˩˦$
緬	miᴇ˨˩˦$
緯	ɦuei˧˥$
練	liᴇ˧˥$
縉	ʨiŋ˥$
縋	ʥy˧˥$
縐	ʦɤu˥$
縛	bɔʔ˨˧$
縝	ʨiŋ˧˨˥$
縞	kau˧˨˥$
縟	ʑyuʔ˨˧$
縠	hoʔ˥$
縣	ɦyø˧˥$
縧	tʰau˧˧˦$
縫	voŋ˨˨˦$
縮	ɕyɔʔ˥$
縱	ʦoŋ˧˧˦$
縲	lei˨˨˦$
縴	kʰiᴇ˥$
縷	ly˨˩˦$
縻	mi˨˨˦$
總	ʦoŋ˧˨˥$
績	ʨiɪʔ˥$
繁	vᴇ˨˨˦$
繃	paŋ˧˧˦$
繆	miau˧˥$
繐	ɕy˥$
織	ʨiɪʔ˥$
繕	ʑiᴇ˧˥$
繚	liau˨˨˦$
繞	niau˧˥$
繡	ɕiɤu˥$
繩	ʑiŋ˨˨˦$
繪	ɦuei˧˥$
繫	ki˥$
繭	kiᴇ˧˨˥$
繯	ɦuᴇ˨˨˦$
繰	ʨʰiau˧˧˦$
繳	kiau˧˨˥$
繻	ɕy˧˧˦$
繼	ki˥$
繽	piŋ˧˧˦$
繾	kʰiᴇ˧˨˥$
纂	ʦuø˧˨˥$
纊	kʰuɔ̃˥$
續	ʑyuʔ˨˧$
纏	ʥiᴇ˧˥$
纑	lu˨˨˦$
纓	iŋ˧˧˦$
纖	ɕiᴇ˧˧˦$
纘	ʦuø˧˨˥$
纜	lᴇ˨˩˦$
纠	kiɤu˧˨˥$
纡	y˧˧˦$
红	ŋ˨˨˦$
纣	ʥiɤu˨˩˦$
纤	kʰiᴇ˥$
约	iaʔ˥$
级	kiɪʔ˥$
纨	ɦuø˨˨˦$
纩	kʰuɔ̃˥$
纪	ki˧˨˥$
纬	ɦuei˧˥$
纮	ɦoŋ˨˨˦$
纯	ʑyoŋ˨˨˦$
纱	sa˧˧˦$
纲	kɔ̃˧˧˦$
纳	næʔ˨˧$
纴	ʑiŋ˧˥$
纵	ʦoŋ˧˧˦$
纶	kuø˧˧˦$
纷	fəŋ˧˧˦$
纸	ʦɿ˧˨˥$
纹	vəŋ˨˨˦$
纺	fɔ̃˧˨˥$
纻	ʣɿ˨˩˦$
纽	niɤu˨˩˦$
纾	ɕy˧˧˦$
线	ɕiᴇ˥$
绁	ɕiæʔ˥$
绂	føʔ˥$
练	liᴇ˧˥$
组	ʦu˧˨˥$
绅	ɕiŋ˧˧˦$
细	ɕi˥$
织	ʨiɪʔ˥$
终	ʨyoŋ˧˧˦$
绉	ʦɤu˥$
绊	pᴇ˥$
绋	føʔ˥$
绌	ʨʰyʔ˥$
绍	ʑiau˨˩˦$
经	kiŋ˧˧˦$
绑	pɔ̃˧˨˥$
绒	nyoŋ˨˨˦$
结	kiæʔ˥$
绕	niau˧˥$
绖	diæʔ˨˧$
绘	ɦuei˧˥$
给	kiɪʔ˥$
绚	hyø˥$
络	lɔʔ˨˧$
绝	ʑyəʔ˨˧$
绞	kau˧˨˥$
统	tʰoŋ˧˨˥$
绢	kyø˧˧˦$
绣	ɕiɤu˥$
绥	ɕy˧˧˦$
绦	tʰau˧˧˦$
继	ki˥$
绩	ʨiɪʔ˥$
绪	ʥy˨˩˦$
绫	liŋ˨˨˦$
续	ʑyuʔ˨˧$
绮	kʰi˧˨˥$
绯	fi˧˧˦$
绰	ʨʰiaʔ˥$
绲	kuəŋ˧˨˥$
绳	ʑiŋ˨˨˦$
维	vi˨˨˦$
绵	miᴇ˨˨˦$
绶	ʑiɤu˨˩˦$
绷	paŋ˧˧˦$
绸	ʥiɤu˨˨˦$
绺	liɤu˨˩˦$
绽	ʣᴇ˧˥$
绾	uᴇ˧˨˥$
绿	loʔ˨˧$
缀	ʨy˥$
缁	ʦɿ˧˧˦$
缃	ɕiaŋ˧˧˦$
缄	kᴇ˧˧˦$
缅	miᴇ˨˩˦$
缆	lᴇ˨˩˦$
缉	ʨʰiɪʔ˥$
缎	duø˧˥$
缒	ʥy˧˥$
缓	ɦuø˨˩˦$
缔	di˧˥$
缕	ly˨˩˦$
编	piᴇ˧˧˦$
缘	ɦyø˨˨˦$
缙	ʨiŋ˥$
缚	bɔʔ˨˧$
缛	ʑyuʔ˨˧$
缜	ʨiŋ˧˨˥$
缝	voŋ˨˨˦$
缟	kau˧˨˥$
缠	ʥiᴇ˧˥$
缤	piŋ˧˧˦$
缧	lei˨˨˦$
缨	iŋ˧˧˦$
缩	ɕyɔʔ˥$
缪	miau˧˥$
缭	liau˨˨˦$
缮	ʑiᴇ˧˥$
缰	kiaŋ˧˧˦$
缱	kʰiᴇ˧˨˥$
缲	ʨʰiau˧˧˦$
缳	ɦuᴇ˨˨˦$
缴	kiau˧˨˥$
缵	ʦuø˧˨˥$
缶	fɤu˧˨˥$
缸	kɔ̃˧˧˦$
缺	kʰyəʔ˥$
缽	puəʔ˥$
罂	iŋ˧˧˦$
罄	kʰiŋ˥$
罌	iŋ˧˧˦$
罐	kuø˥$
网	mɔ̃˨˩˦$
罔	mɔ̃˨˩˦$
罕	hᴇ˧˨˥$
罗	lou˨˨˦$
罘	vɤu˨˨˦$
罚	væʔ˨˧$
罢	ba˨˩˦$
罣	kua˥$
罩	ʦau˥$
罪	zei˨˩˦$
置	ʦɿ˥$
罰	væʔ˨˧$
署	ʥy˨˩˦$
罵	ma˧˥$
罷	ba˨˩˦$
罹	li˨˨˦$
罾	ʦəŋ˧˧˦$
羁	ki˧˧˦$
羅	lou˨˨˦$
羈	ki˧˧˦$
羊	ɦiaŋ˨˨˦$
羌	kʰiaŋ˧˧˦$
美	mei˨˩˦$
羑	ɦiɤu˨˩˦$
羔	kau˧˧˦$
羖	ku˧˨˥$
羚	liŋ˨˨˦$
羝	ti˧˧˦$
羞	ɕiɤu˧˧˦$
羡	ɦiᴇ˧˥$
群	gyoŋ˨˨˦$
羨	ɦiᴇ˧˥$
義	ni˧˥$
羯	kiæʔ˥$
羲	hi˧˧˦$
羸	lei˨˨˦$
羹	kaŋ˧˧˦$
羼	ʦʰᴇ˧˧˦$
羽	ɦy˨˩˦$
羿	ni˧˥$
翁	oŋ˧˧˦$
翅	ʦʰɿ˥$
翎	liŋ˨˨˦$
習	ʑiɪʔ˨˧$
翔	ʑiaŋ˨˨˦$
翘	kʰiau˥$
翟	diɪʔ˨˧$
翠	ʦʰei˥$
翡	fi˧˨˥$
翥	ʨy˥$
翩	pʰiᴇ˧˧˦$
翰	ɦᴇ˧˥$
翱	ŋau˨˨˦$
翳	i˥$
翹	kʰiau˥$
翻	fᴇ˧˧˦$
翼	ɦiɪʔ˨˧$
翾	huᴇ˧˧˦$
耀	ɦiau˧˥$
老	lau˨˩˦$
考	kʰau˧˨˥$
耄	mau˧˥$
者	ʨiaʔ˥$
耆	gi˨˨˦$
耋	diæʔ˨˧$
而	zɿ˨˩˦$
耍	sa˧˨˥$
耐	nei˧˥$
耑	tuø˧˧˦$
耒	lei˨˩˦$
耕	kaŋ˧˧˦$
耘	ɦyoŋ˨˨˦$
耙	ba˧˥$
耜	zɿ˨˩˦$
耥	tʰɔ̃˧˧˦$
耦	ŋɤu˨˩˦$
耧	lɤu˨˨˦$
耨	nɤu˧˥$
耩	kiaŋ˧˨˥$
耬	lɤu˨˨˦$
耰	iɤu˧˧˦$
耳	ni˨˩˦$
耶	ɦia˨˨˦$
耸	ɕyoŋ˧˨˥$
耻	ʦʰɿ˧˨˥$
耽	tᴇ˧˧˦$
耿	kaŋ˧˨˥$
聂	niæʔ˨˧$
聆	liŋ˨˨˦$
聊	liau˨˨˦$
聋	loŋ˨˨˦$
联	liᴇ˨˨˦$
聖	ɕiŋ˥$
聘	pʰiŋ˥$
聚	ʑy˨˩˦$
聞	məŋ˨˨˦$
聪	ʦʰoŋ˧˧˦$
聯	liᴇ˨˨˦$
聰	ʦʰoŋ˧˧˦$
聲	ɕiŋ˧˧˦$
聳	ɕyoŋ˧˨˥$
聶	niæʔ˨˧$
聽	tʰiŋ˧˧˦$
聾	loŋ˨˨˦$
肃	ɕyuʔ˥$
肄	i˥$
肅	ɕyuʔ˥$
肆	sɿ˥$
肇	ʥiau˨˩˦$
肉	nyuʔ˨˧$
肋	løʔ˨˧$
肌	ki˧˧˦$
肓	huɔ̃˧˧˦$
肖	ɕiau˥$
肘	ʨiɤu˧˨˥$
肚	du˧˨˥$
肛	kɔ̃˧˧˦$
肝	kᴇ˧˧˦$
肠	ʥiaŋ˨˨˦$
股	ku˧˨˥$
肢	ʦɿ˧˧˦$
肤	fu˧˧˦$
肥	bi˨˨˦$
肩	kiᴇ˧˧˦$
肪	fɔ̃˧˧˦$
肫	ʨyoŋ˧˧˦$
肯	kʰəŋ˧˨˥$
肱	koŋ˧˧˦$
育	ɦyuʔ˨˧$
肴	ɦau˨˨˦$
肺	fi˥$
肾	ʑiŋ˨˩˦$
肿	ʨyoŋ˧˨˥$
胀	ʨiaŋ˥$
胁	hiæʔ˥$
胃	ɦuei˧˥$
胄	ʥiɤu˧˥$
胆	tᴇ˧˨˥$
背	bei˧˥$
胎	tʰei˧˧˦$
胔	zɿ˧˥$
胖	pʰɔ̃˥$
胙	zo˧˥$
胚	pʰei˧˧˦$
胛	kæʔ˥$
胜	ɕiŋ˧˧˦$
胞	pau˧˧˦$
胠	kʰy˧˧˦$
胡	ɦu˨˨˦$
胤	iŋ˥$
胥	ɕy˧˧˦$
胧	loŋ˨˨˦$
胪	lu˨˨˦$
胫	ɦiŋ˧˥$
胭	iᴇ˧˧˦$
胮	pʰaŋ˧˧˦$
胯	kʰua˥$
胰	ɦi˨˨˦$
胱	kuɔ̃˧˧˦$
胳	kɔʔ˥$
胴	doŋ˧˥$
胶	kau˧˧˦$
胸	hyoŋ˧˧˦$
胼	biᴇ˨˨˦$
能	nəŋ˨˨˦$
脅	hiæʔ˥$
脆	ʦʰei˥$
脈	maʔ˨˧$
脉	maʔ˨˧$
脊	ʨiɪʔ˥$
脏	zɔ̃˧˥$
脐	ʑi˨˨˦$
脑	nau˨˩˦$
脓	noŋ˨˨˦$
脖	buəʔ˨˧$
脚	kiaʔ˥$
脛	ɦiŋ˧˥$
脫	tʰuəʔ˥$
脬	pʰau˧˧˦$
脯	bu˨˨˦$
脰	dɤu˧˥$
脱	tʰuəʔ˥$
脶	lou˨˨˦$
脸	liᴇ˨˩˦$
脹	ʨiaŋ˥$
脾	bi˨˨˦$
腆	tʰiᴇ˧˨˥$
腊	læʔ˨˧$
腋	ɦiɪʔ˨˧$
腌	ɦiᴇ˧˥$
腎	ʑiŋ˨˩˦$
腐	vu˨˩˦$
腑	fu˧˨˥$
腓	vi˨˨˦$
腔	kʰiaŋ˧˧˦$
腕	uø˥$
腠	ʦʰɤu˥$
腡	lou˨˨˦$
腥	ɕiŋ˧˧˦$
腦	nau˨˩˦$
腫	ʨyoŋ˧˨˥$
腭	ŋɔʔ˨˧$
腮	sei˧˧˦$
腯	duəʔ˨˧$
腱	giᴇ˧˥$
腳	kiaʔ˥$
腴	ɦy˨˨˦$
腸	ʥiaŋ˨˨˦$
腹	foʔ˥$
腻	ni˧˥$
腾	dəŋ˨˨˦$
腿	tʰei˧˨˥$
膀	bɔ̃˨˨˦$
膂	ly˨˩˦$
膏	kau˧˧˦$
膑	biŋ˨˩˦$
膘	piau˧˧˦$
膚	fu˧˧˦$
膛	dɔ̃˨˨˦$
膜	mɔʔ˨˧$
膝	ɕiɪʔ˥$
膠	kau˧˧˦$
膨	baŋ˨˨˦$
膩	ni˧˥$
膳	ʑiᴇ˨˩˦$
膺	iŋ˧˧˦$
膻	sᴇ˧˧˦$
膽	tᴇ˧˨˥$
膿	noŋ˨˨˦$
臀	dəŋ˨˨˦$
臂	pi˥$
臉	liᴇ˨˩˦$
臊	sau˧˧˦$
臍	ʑi˨˨˦$
臏	biŋ˨˩˦$
臘	læʔ˨˧$
臚	lu˨˨˦$
臟	zɔ̃˧˥$
臣	ʑiŋ˨˨˦$
臥	ŋou˧˥$
臧	ʦɔ̃˧˧˦$
臨	liŋ˨˨˦$
自	zɿ˧˥$
臬	niæʔ˨˧$
臭	ʨʰiɤu˥$
至	ʦɿ˥$
致	ʦɿ˥$
臺	dei˨˨˦$
臻	ʨiŋ˧˧˦$
臼	giɤu˨˩˦$
臾	ɦy˨˨˦$
臿	ʦʰæʔ˥$
舀	iau˧˨˥$
舂	ʨʰyoŋ˧˧˦$
舅	giɤu˨˩˦$
舆	ɦy˨˨˦$
與	ɦy˨˩˦$
興	hiŋ˧˧˦$
舉	gy˨˩˦$
舊	giɤu˧˥$
舌	ʑiæʔ˨˧$
舍	so˥$
舒	ɕy˧˧˦$
舔	tʰiᴇ˧˨˥$
舛	ʨʰyø˧˨˥$
舜	ɕyoŋ˥$
舞	vu˨˩˦$
舟	ʨiɤu˧˧˦$
航	ɦɔ̃˨˨˦$
舫	fɔ̃˥$
般	pø˧˧˦$
舰	kʰᴇ˧˨˥$
舱	ʦʰɔ̃˧˧˦$
舳	ʥyuʔ˨˧$
舵	do˨˩˦$
船	ʑyø˨˨˦$
舻	lu˨˨˦$
艄	sau˧˧˦$
艇	diŋ˨˩˦$
艘	sɤu˧˧˦$
艙	ʦʰɔ̃˧˧˦$
艦	kʰᴇ˧˨˥$
艨	moŋ˨˨˦$
艫	lu˨˨˦$
艮	kəŋ˥$
良	liaŋ˨˨˦$
艰	kᴇ˧˧˦$
艱	kᴇ˧˧˦$
色	søʔ˥$
艳	ɦiᴇ˧˥$
艷	ɦiᴇ˧˥$
艺	ni˧˥$
艾	ŋei˧˥$
艿	na˨˩˦$
节	ʨiæʔ˥$
芄	ɦuø˨˨˦$
芊	ʨʰiᴇ˧˧˦$
芋	ɦy˧˥$
芎	kʰyoŋ˧˧˦$
芑	kʰi˧˨˥$
芒	mɔ̃˨˨˦$
芙	vu˨˨˦$
芜	vu˨˨˦$
芝	ʦɿ˧˧˦$
芟	sᴇ˧˧˦$
芥	ka˥$
芦	lu˨˨˦$
芨	kiɪʔ˥$
芩	giŋ˨˨˦$
芪	gi˨˨˦$
芫	nyø˨˨˦$
芬	fəŋ˧˧˦$
芭	pa˧˧˦$
芮	zei˧˥$
花	hua˧˧˦$
芳	fɔ̃˧˧˦$
芷	ʦɿ˧˨˥$
芹	giŋ˨˨˦$
芻	ʨʰy˧˧˦$
芽	ŋo˨˨˦$
芾	føʔ˥$
苇	ɦuei˨˩˦$
苋	hᴇ˥$
苍	ʦʰɔ̃˧˧˦$
苎	ʣɿ˨˩˦$
苏	su˧˧˦$
苑	yø˥$
苒	niᴇ˨˩˦$
苓	liŋ˨˨˦$
苔	dei˨˨˦$
苕	diau˨˨˦$
苗	miau˨˨˦$
苘	kʰiŋ˧˨˥$
苛	kʰou˧˧˦$
苜	moʔ˨˧$
苞	pau˧˧˦$
苟	kɤu˧˨˥$
苡	ɦi˨˩˦$
苣	gy˨˩˦$
若	ʑiaʔ˨˧$
苦	kʰu˧˨˥$
苧	ʣɿ˨˩˦$
苫	ɕiᴇ˧˧˦$
英	iŋ˧˧˦$
苹	biŋ˨˨˦$
苻	vu˨˨˦$
茂	mɤu˧˥$
范	vᴇ˨˩˦$
茄	gia˨˨˦$
茅	mau˨˨˦$
茎	kiŋ˥$
茔	ɦiŋ˨˨˦$
茗	miŋ˨˩˦$
茧	kiᴇ˧˨˥$
茨	ʦʰɿ˧˧˦$
茫	mɔ̃˨˨˦$
茭	kau˧˧˦$
茯	voʔ˨˧$
茱	ʨy˧˧˦$
茲	ʦɿ˧˧˦$
茴	ɦuei˨˨˦$
茵	iŋ˧˧˦$
茶	ʣa˨˨˦$
茸	nyoŋ˨˨˦$
茹	ʑy˨˨˦$
荀	ɕyoŋ˧˧˦$
荃	ʨʰyø˧˧˦$
荆	kiŋ˧˧˦$
荇	ɦaŋ˨˩˦$
草	ʦʰau˧˨˥$
荊	kiŋ˧˧˦$
荏	ʑiŋ˨˩˦$
荐	ʨiᴇ˥$
荑	di˨˨˦$
荒	huɔ̃˧˧˦$
荔	li˧˥$
荚	kiæʔ˥$
荞	giau˨˨˦$
荟	huei˥$
荠	ʑi˨˨˦$
荡	dɔ̃˨˩˦$
荣	ɦyoŋ˨˨˦$
荤	huəŋ˧˧˦$
荥	ɦiŋ˨˨˦$
荧	ɦiŋ˨˨˦$
荪	səŋ˧˧˦$
荫	iŋ˥$
药	ɦiaʔ˨˧$
荳	dɤu˧˥$
荷	ɦou˨˨˦$
荸	buəʔ˨˧$
荻	diɪʔ˨˧$
荼	du˨˨˦$
荽	ɕy˧˧˦$
莊	ʦɔ̃˧˧˦$
莎	so˧˧˦$
莒	ky˧˨˥$
莓	mei˨˧˨$
莖	kiŋ˥$
莘	ɕiŋ˧˧˦$
莞	kuø˧˧˦$
莠	ɦiɤu˨˩˦$
莢	kiæʔ˥$
莧	hᴇ˥$
莨	lɔ̃˧˥$
莩	fu˧˧˦$
莫	mɔʔ˨˧$
莲	liᴇ˨˨˦$
莳	zɿ˨˨˦$
获	ɦuəʔ˨˧$
莹	ɦiŋ˨˨˦$
莺	iŋ˧˧˦$
莼	ʑyoŋ˨˨˦$
莽	mɔ̃˨˩˦$
莿	ʦʰɿ˥$
菀	uø˧˨˥$
菁	ʨiŋ˧˧˦$
菊	kyuʔ˥$
菌	kʰyoŋ˧˧˦$
菑	ʦɿ˧˧˦$
菖	ʦʰɔ̃˧˧˦$
菜	ʦʰei˥$
菟	tʰu˥$
菡	ɦᴇ˨˩˦$
菩	bo˨˨˦$
華	ɦua˨˨˦$
菱	liŋ˨˨˦$
菲	fi˧˨˥$
菽	ɕyuʔ˥$
萄	dau˨˨˦$
萋	ʨʰi˧˧˦$
萌	maŋ˨˨˦$
萍	biŋ˨˨˦$
萎	uei˧˧˦$
萏	dᴇ˨˩˦$
萑	ɦuø˨˨˦$
萝	lou˨˨˦$
萤	ɦiŋ˨˨˦$
营	ɦiŋ˨˨˦$
萦	iŋ˧˧˦$
萧	ɕiau˧˧˦$
萨	sæʔ˥$
萬	mᴇ˧˥$
萱	hyø˧˧˦$
萸	ɦy˨˨˦$
落	lɔʔ˨˧$
葆	pau˧˨˥$
葉	ɦiæʔ˨˧$
葑	foŋ˧˧˦$
著	ʥiaʔ˨˧$
葚	ʑiŋ˨˩˦$
葛	keʔ˥$
葡	bu˨˨˦$
董	toŋ˧˨˥$
葦	ɦuei˨˩˦$
葩	pʰa˧˧˦$
葫	ɦu˨˨˦$
葬	ʦɔ̃˥$
葱	ʦʰoŋ˧˧˦$
葳	uei˧˧˦$
葵	guei˨˨˦$
葷	huəŋ˧˧˦$
蒂	ti˥$
蒋	ʨiaŋ˧˨˥$
蒐	sɤu˧˧˦$
蒓	ʑyoŋ˨˨˦$
蒔	zɿ˨˨˦$
蒙	moŋ˨˨˦$
蒜	suø˥$
蒡	pɔ̃˧˨˥$
蒯	kʰua˧˨˥$
蒲	bu˨˨˦$
蒸	ʨiŋ˧˧˦$
蒺	ʑiɪʔ˨˧$
蒼	ʦʰɔ̃˧˧˦$
蒿	hau˧˧˦$
蓀	səŋ˧˧˦$
蓁	ʨiŋ˧˧˦$
蓂	miŋ˨˨˦$
蓄	hyuʔ˥$
