㞘底	toʔ˥ ti˥˧
哄人鬼兒	hoŋ˥ zen˧˩ kui˥˧ əl˧˩
哄鼻头	hoŋ˥ bɑʔ˨ dei
哄鼻頭	hoŋ˥ bɑʔ˨ dei
哇抓	ʔuɑ˧ ʦʮɑ˧
哈	hɑ˧
哈巴狗	hɑ˧ pɑ˧ kø˥˧
哈欠	hɑ˧ ɕiɛ̃˧
响	ɕiɑŋ˥˧
哑	iɑ˥˧
哑巴子	ʔiɑ˥˧ pɑ˧˩ ʦɿ
員	ɦyõ˨˩˧
哥	ko˧
哥哥	ko˧ ko˧
哪	nɑ˥˧
哪一些	nɑ˥˧ ʔiəʔ˥ ɕi˧˩
哪个	nɑ˥˧ koʔ
哪個	nɑ˥˧ koʔ
哪毛子	nɑ˥˧ mɔ˧˩ ʦɿ
哪裡	nɑ˥˧ li˧˩
哪里	nɑ˥˧ li˧˩
哭	kʰoʔ˥
哭丧棒	kʰoʔ˥ sɑŋ˧ bɑŋ˧
哭作猫儿	kʰoʔ˥ ʦoʔ˥ mɔ˧ əl˧
哭作貓兒	kʰoʔ˥ ʦoʔ˥ mɔ˧ əl˧
哭出乌拉	kʰoʔ˥ ʦʰʮəʔ˥ ʔu˧ lɑ˧
哭出烏拉	kʰoʔ˥ ʦʰʮəʔ˥ ʔu˧ lɑ˧
哭喪棒	kʰoʔ˥ sɑŋ˧ bɑŋ˧
哲	ʦəʔ˥
哺雞筍	bu˧˩ ʨi˧ sʮen˥˧
哺鸡笋	bu˧˩ ʨi˧ sʮen˥˧
哽	kɑŋ˥˧
唆	so˧
唇	ʣʮen˨˩˧
唐	dɑŋ˨˩˧
唠	lɔ˨˩˧
售	zei˩˧
唯	vi˨˩˧
唱	ʦʰɑŋ˦˦˥
唱戏文的	ʦʰɑŋ˥ ɕi˥ ɦun˧˩ ti
唱戲文的	ʦʰɑŋ˥ ɕi˥ ɦun˧˩ ti
唾	tʰo˥˧
啃	kʰen˥˧
啃老骨头	kʰen˥˧ lɔ˥˧ kuoʔ˥ dei
啃老骨頭	kʰen˥˧ lɔ˥˧ kuoʔ˥ dei
啄	toʔ˥
啄木鳥	toʔ˥ moʔ˥ niɔ˥˧
啄木鸟	toʔ˥ moʔ˥ niɔ˥˧
商	sɑŋ˧
問	men˩˧
啞	iɑ˥˧
啞巴子	ʔiɑ˥˧ pɑ˧˩ ʦɿ
啟	ʨʰi˥˧
啥地方	sɑ˥˧ di˩˧ fɑŋ˥˧
啥格	sɑ˥˧ kəʔ˥
啥格辰光	sɑ˥˧ kəʔ˥ zen˧˩ kuɑŋ˧
啥犯着	sɑ˥˧ vɛ̃˩˧ ʣɑʔ˨
啥花头	sɑ˥˧ huɑ˧ dei
啥花頭	sɑ˥˧ huɑ˧ dei
啬	səʔ˥
啰	lo˧
啼	di˨˩˧
善	zʮõ˩˧
善酿	zʮõ˩˧ niɑŋ˥˧
善釀	zʮõ˩˧ niɑŋ˥˧
喇叭花	lɑ˩˧ pɑ˥˧ huɑ˧˩
喇叭裙	lɑ˩˧ pɑ˥˧ ʥyn˧˩
喇叭裤	lɑ˩˧ pɑ˥˧ kʰu˧˩
喇叭褲	lɑ˩˧ pɑ˥˧ kʰu˧˩
喉	ɦei˨˩˧
喉咙	ɦei˧˩ loŋ˩˧
喉嚨	ɦei˧˩ loŋ˩˧
喉結	ɦei˧˩ ʨiəʔ˥
喉结	ɦei˧˩ ʨiəʔ˥
喊	hᴇ̃˥˧
喘	ʦʰʮõ˥˧
喜	ɕi˥˧
喜事	ɕi˥˧ zɿ˧˩
喜幛	ɕi˥˧ ʦɑŋ˧˩
喜滋滋	ɕi˥˧ ʦɿ˧˩ ʦɿ˧˩
喜神馬兒	ɕi˥˧ zen˧˩ mɑ˥˧ əl˧˩
喜神马儿	ɕi˥˧ zen˧˩ mɑ˥˧ əl˧˩
喜蛋	ɕi˥˧ dɛ̃˧˩
喜酒	ɕi˥˧ ʨiø˧˩
喜鵲	ɕi˥˧ ʨʰiɑʔ˥
喜鹊	ɕi˥˧ ʨʰiɑʔ˥
喝	hɑʔ˥
喧	ɕyõ˧
喪	sɑŋ˧
喪事	sɑŋ˧ zɿ˧
喪幛	sɑŋ˧ ʦɑŋ˧
喫一節剝一節	ʨʰioʔ˥ ʔiəʔ˥ ʨiəʔ˥ poʔ˥ ʔiəʔ˥ ʨiəʔ˥
喫一节剥一节	ʨʰioʔ˥ ʔiəʔ˥ ʨiəʔ˥ poʔ˥ ʔiəʔ˥ ʨiəʔ˥
喫不落	ʨʰioʔ˥ pəʔ˥ loʔ˥
喫中飯	ʨʰioʔ˥ ʦoŋ˧ vɛ̃˧
喫中飯邊兒	ʨʰioʔ˥ ʦoŋ˧ vɛ̃˧ piɛ̃˧ əl˧
喫中饭	ʨʰioʔ˥ ʦoŋ˧ vɛ̃˧
喫中饭边儿	ʨʰioʔ˥ ʦoŋ˧ vɛ̃˧ piɛ̃˧ əl˧
喫乾飯	ʨʰioʔ˥ kɛ̃˧ vɛ̃˧
喫剃头酒	ʨʰioʔ˥ tʰi˥ dei˧˩ ʨiø˥˧
喫剃頭酒	ʨʰioʔ˥ tʰi˥ dei˧˩ ʨiø˥˧
喫力	ʨʰioʔ˥ liəʔ˨
喫呵羹	ʨʰioʔ˥ ho˧ kɑŋ˧
喫品茶	ʨʰioʔ˥ pʰin˥˧ ʣɑ˧˩
喫喷头	ʨʰioʔ˥ pʰen˧ dei
喫噴頭	ʨʰioʔ˥ pʰen˧ dei
喫回头豆腐干	ʨʰioʔ˥ ɦui˧˩ tʰɑŋ˧ dei˩˧ vu˥˧ kɛ̃˧˩
喫回頭豆腐乾	ʨʰioʔ˥ ɦui˧˩ tʰɑŋ˧ dei˩˧ vu˥˧ kɛ̃˧˩
喫墨水儿的	ʨʰioʔ˥ moʔ˨ sʮei˥˧ əl˩˧ ti
喫墨水兒的	ʨʰioʔ˥ moʔ˨ sʮei˥˧ əl˩˧ ti
喫夜宵	ʨʰioʔ˥ ɦi˩˧ ɕiɔ˥˧
喫夜飯	ʨʰioʔ˥ ɦi˩˧ vɛ̃˥˧
喫夜饭	ʨʰioʔ˥ ɦi˩˧ vɛ̃˥˧
喫头	ʨʰioʔ˥ dei
喫奶奶	ʨʰioʔ˥ nɛ˧ nɛ˧
喫官司	ʨʰioʔ˥ kuõ˧ sɿ˧
喫定心丸	ʨʰioʔ˥ din˩˧ ɕin˧ ɦuõ˨˩˧
喫客	ʨʰioʔ˥ kʰɑʔ˥
喫对东儿	ʨʰioʔ˥ tui˥ toŋ˧˩ əl˧˩
喫對東兒	ʨʰioʔ˥ tui˥ toŋ˧˩ əl˧˩
喫巴掌	ʨʰioʔ˥ pɑ˧ ʦɑŋ˧
喫干饭	ʨʰioʔ˥ kɛ̃˧ vɛ̃˧
喫得开	ʨʰioʔ˥ təʔ(或tə) kʰɛ˧
喫得落	ʨʰioʔ˥ təʔ(或tə) loʔ˥
喫得開	ʨʰioʔ˥ təʔ(或tə) kʰɛ˧
喫悶棍	ʨʰioʔ˥ men˧ kun˧
喫悶食兒	ʨʰioʔ˥ men˧ zəʔ˥ əl˧
喫批評	ʨʰioʔ˥ pʰi˧ bin˧
喫批评	ʨʰioʔ˥ pʰi˧ bin˧
喫排头	ʨʰioʔ˥ bɛ˧˩ dei
喫排頭	ʨʰioʔ˥ bɛ˧˩ dei
喫消閒果兒	ʨʰioʔ˥ ɕiɔ˧ ɦiɛ̃˧˩ ku˥˧ əl˧˩
喫消闲果儿	ʨʰioʔ˥ ɕiɔ˧ ɦiɛ̃˧˩ ku˥˧ əl˧˩
喫烟	ʨʰioʔ˥ ʔiɛ̃˧
喫煙	ʨʰioʔ˥ ʔiɛ̃˧
喫牢	ʨʰioʔ˥ lɑo˧
喫独食	ʨʰioʔ˥ doʔ˨ zəʔ˨
喫獨食	ʨʰioʔ˥ doʔ˨ zəʔ˨
喫生活	ʨʰioʔ˥ sen˧ ɦuoʔ˥
喫生米飯	ʨʰioʔ˥ sen˧ mi˥˧ vɛ̃˧˩
喫生米饭	ʨʰioʔ˥ sen˧ mi˥˧ vɛ̃˧˩
喫生葱	ʨʰioʔ˥ sen˧ ʦʰoŋ˧
喫生蔥	ʨʰioʔ˥ sen˧ ʦʰoŋ˧
喫白食儿	ʨʰioʔ˥ bɑʔ˨ zəʔ˨ əl˩˧
喫白食兒	ʨʰioʔ˥ bɑʔ˨ zəʔ˨ əl˩˧
喫相难看	ʨʰioʔ˥ ɕiɑŋ˥ nɛ̃˧˩ kɛ̃˥
喫相難看	ʨʰioʔ˥ ɕiɑŋ˥ nɛ̃˧˩ kɛ̃˥
喫空心汤团	ʨʰioʔ˥ kʰoŋ˧ ɕin˧ tʰɑŋ˧ duõ˧
喫空心湯糰	ʨʰioʔ˥ kʰoŋ˧ ɕin˧ tʰɑŋ˧ duõ˧
喫紅蛋	ʨʰioʔ˥ ɦoŋ˧˩ dɛ̃˩˧
喫红蛋	ʨʰioʔ˥ ɦoŋ˧˩ dɛ̃˩˧
喫老米飯	ʨʰioʔ˥ lɑo˩˧ mi˥˧ vɛ̃˧˩
喫老米饭	ʨʰioʔ˥ lɑo˩˧ mi˥˧ vɛ̃˧˩
喫老酒	ʨʰioʔ˥ lɑo˩˧ ʨiø˥˧
喫耳光	ʨʰioʔ˥ əl˥˧ kuɑŋ˧˩
喫茶	ʨʰioʔ˥ ʣɑ˨˩˧
喫萝卜干	ʨʰioʔ˥ lo˧˩ boʔ˨ kɛ̃˧
喫蘿蔔乾	ʨʰioʔ˥ lo˧˩ boʔ˨ kɛ̃˧
喫西北風	ʨʰioʔ˥ ɕi˧ poʔ˥ foŋ˧
喫西北风	ʨʰioʔ˥ ɕi˧ poʔ˥ foŋ˧
喫豆腐	ʨʰioʔ˥ dei˩˧ vu˥˧
喫賠賬	ʨʰioʔ˥ bei˧˩ ʦɑŋ˥
喫赔账	ʨʰioʔ˥ bei˧˩ ʦɑŋ˥
喫軋頭	ʨʰioʔ˥ gɑʔ˨ dei
喫軟飯的	ʨʰioʔ˥ ȵyõ˥˧ vɛ̃˧˩ ti
喫轧头	ʨʰioʔ˥ gɑʔ˨ dei
喫软饭的	ʨʰioʔ˥ ȵyõ˥˧ vɛ̃˧˩ ti
喫过墨水儿的	ʨʰioʔ˥ ku˥ moʔ˨ sʮei˥˧ əl˧˩ ti
喫过洋面包的	ʨʰioʔ˥ ku˥ ɦiɑŋ˧˩ miɛ̃˩˧ pɑo˧ ti
喫进	ʨʰioʔ˥ ʨin˥
喫進	ʨʰioʔ˥ ʨin˥
喫過墨水兒的	ʨʰioʔ˥ ku˥ moʔ˨ sʮei˥˧ əl˧˩ ti
喫過洋麵包的	ʨʰioʔ˥ ku˥ ɦiɑŋ˧˩ miɛ̃˩˧ pɑo˧ ti
喫閒飯	ʨʰioʔ˥ ɦiɛ̃˧˩ vɛ̃˩˧
喫闲饭	ʨʰioʔ˥ ɦiɛ̃˧˩ vɛ̃˩˧
喫闷棍	ʨʰioʔ˥ men˧ kun˧
喫闷食儿	ʨʰioʔ˥ men˧ zəʔ˥ əl˧
喫隑飯	ʨʰioʔ˥ gɛ˩˧ vɛ̃˥˧
喫隑饭	ʨʰioʔ˥ gɛ˩˧ vɛ̃˥˧
喫頭	ʨʰioʔ˥ dei
喫飩餑兒	ʨʰioʔ˥ den˩˧ bəʔ˨ əl˧˩
喫飯	ʨʰioʔ˥ vɛ̃˩˧
喫飯傢伙	ʨʰioʔ˥ vɛ̃˩˧ ʨiɑ˧ hu˧
喫飯桌子	ʨʰioʔ˥ vɛ̃˩˧ ʦoʔ˥ ʦɿ
喫館子	ʨʰioʔ˥ kuõ˥˧ ʦɿ
喫饨饽儿	ʨʰioʔ˥ den˩˧ bəʔ˨ əl˧˩
喫饭家伙	ʨʰioʔ˥ vɛ̃˩˧ ʨiɑ˧ hu˧
喫饭桌子	ʨʰioʔ˥ vɛ̃˩˧ ʦoʔ˥ ʦɿ
喫馆子	ʨʰioʔ˥ kuõ˥˧ ʦɿ
喫香	ʨʰioʔ˥ ɕiɑŋ˧
喬	ʥiɔ˨˩˧
單	tᴇ̃˧
單刁	tɛ̃˧ tiɔ
單放	tɛ̃˧ fɑŋ˧
單爿兒	tɛ̃˧ pɛ̃˧ əl˧
單眼皮兒	tɛ̃˧ ʔiɛ̃˥˧ bi˧˩ əl˧˩
單耳朵	tɛ̃˧ əl˧ to˧
單褲	tɛ̃˧ kʰu˧
單隑人	tɛ̃˧ gɛ˩˧ zen˥˧
喷	pʰen˧
喷喷香	pʰen˥˧ pʰen˥˧ ɕiɑŋ˧
喷水壶	pʰen˧ sʮei˧ ɦu˧
喷香	pʰen˥˧ ɕiɑŋ˧
喻	ɦy˩˧
嗅	ɕiø˦˦˥
嗆	ʨʰiɑŋ˦˦˥
嗆一聲	ʨʰiɑŋ˥ ʔiəʔ˥ sen˧˩
嗇	səʔ˥
嗉	su˦˦˥
嗓	sɑŋ˥˧
嗜	zɿ˩˧
嗡	oŋ˧
嗣	zɿ˩˧
嗤	ʦʰɿ˧
嗲七嗲八	tiɑ˥˧ ʨʰiəʔ˥ tiɑ˥˧ pɑʔ˨
嗲声嗲气	tiɑ˥˧ sen˧ tiɑ˥˧ ʨʰi˧˩
嗲聲嗲氣	tiɑ˥˧ sen˧ tiɑ˥˧ ʨʰi˧˩
嗽	soʔ˥
嘆	tʰᴇ̃˦˦˥
嘆苦經	tʰɛ̃˥ kʰu˥˧ ʨin˧˩
嘉	ʨiɑ˧
嘓嘴巴	koʔ˥ ʦʮei˥˧ pɑ˧˩
嘔	ei˥˧
嘗	ʣɑŋ˨˩˧
嘘	ɕy˧
嘟嘴	tu˧ ʦʮei˥˧
嘮	lɔ˨˩˧
嘱	ʦoʔ˥
嘴	ʦʮei˥˧
嘴唇皮儿	ʦʮei˧ ʣʮen˧˩ bi˧˩ əl˩˧
嘴头子臭	ʦʮei˧ dei ʦɿ ʦʰei˥
嘴巴	ʦʮei˧ pɑ˧˩
嘴巴沒味道	ʦʮei˧ pɑ˧ məʔ˨ vi˩˧ dɔ˥˧
嘴巴没味道	ʦʮei˧ pɑ˧ məʔ˨ vi˩˧ dɔ˥˧
嘴巴燥	ʦʮei˧ pɑ˧˩ sɔ˥
嘴巴翘起	ʦʮei˧ pɑ˧˩ ʨʰiɔ˥ ʨʰi˧˩
嘴巴翹起	ʦʮei˧ pɑ˧˩ ʨʰiɔ˥ ʨʰi˧˩
嘴巴閉攏	ʦʮei˧ pɑ˧˩ pi˥ loŋ˥˧
嘴巴闭拢	ʦʮei˧ pɑ˧˩ pi˥ loŋ˥˧
嘴脣皮兒	ʦʮei˧ ʣʮen˧˩ bi˧˩ əl˩˧
嘴頭子臭	ʦʮei˧ dei ʦɿ ʦʰei˥
嘻	ɕi˧
噁心	ʔoʔ˥ ɕin˧
噎	iəʔ˥
噎牢得	ʔiəʔ˥ lɔ˧ tɛ
噓	ɕy˧
噘嘴巴	ʨyəʔ˥ ʦʮei˥˧ pɑ˧˩
器	ʨʰi˦˦˥
噱头	ɕyəʔ˥ dei
噱头思	ɕyəʔ˥ dei sɿ˧
噱进	ɕyəʔ˥ ʨin˥
噱進	ɕyəʔ˥ ʨin˥
噱頭	ɕyəʔ˥ dei
噱頭思	ɕyəʔ˥ dei sɿ˧
噴	pʰen˧
噴噴香	pʰen˥˧ pʰen˥˧ ɕiɑŋ˧
噴水壺	pʰen˧ sʮei˧ ɦu˧
噴香	pʰen˥˧ ɕiɑŋ˧
嚇	hɑʔ˥
嚇了一頭	hɑʔ˥ ləʔ˥ ʔiəʔ˥ dei
嚇人倒怪	hɑʔ˥ zen˧ tɔ˥˧ kuɛ˧˩
嚇佬佬	hɑʔ˥ lɔ˥˧ lɔ˧˩
嚣	ɕiɔ˧
嚴	ȵiᴇ̃˨˩˧
嚷	zɑŋ˩˧
嚼	ʥiɑʔ˨
嚼不动	ʥiɑʔ˨ pəʔ˥ doŋ˩˧
嚼不動	ʥiɑʔ˨ pəʔ˥ doŋ˩˧
嚼舌头	ʥiɑʔ˨ zəʔ˨ dei
嚼舌頭	ʥiɑʔ˨ zəʔ˨ dei
囂	ɕiɔ˧
囉	lo˧
囉嗦	lo˧ so˧
囉裏囉嗦	lo˧ li˧ lo˧ so˧
囉里囉嗦	lo˧ li˧ lo˧ so˧
囊	nɑŋ˨˩˧
囑	ʦoʔ˥
囚	ʥiø˨˩˧
四	sɿ˥
四不像	sɿ˥ pəʔ˥ ʥiɑŋ˩˧
四仙桌	sɿ˥ ɕiɛ̃˧˩ ʦoʔ˥
四十	sɿ˥ zəʔ˦
四号	sɿ˥ ɦɔ˧˩
四季豆	sɿ˥ ʨi˧˩ dei˧˩
四季青	sɿ˥ ʨi˧˩ ʨʰin˧
四岔路口	sɿ˥ ʦʰɑ˧˩ lu˩˧ kʰø˥˧
四平八稳	sɿ˥ bin˧˩ pɑʔ˥ ʔun˥˧
四平八穩	sɿ˥ bin˧˩ pɑʔ˥ ʔun˥˧
四捨五入	sɿ˥ sʮei˥˧ ʔu˥˧ zʮəʔ˨
四时八节	sɿ˥ zɿ˧˩ pɑʔ˥ ʨiəʔ˥
四時八節	sɿ˥ zɿ˧˩ pɑʔ˥ ʨiəʔ˥
四海龍王	sɿ˥ hɛ˥˧ loŋ˧˩ ɦuɑŋ˩˧
四海龙王	sɿ˥ hɛ˥˧ loŋ˧˩ ɦuɑŋ˩˧
四点	sɿ˥ tiɛ̃˥˧
四罩儿	sɿ˥ ʦɔ˥ əl˧˩
四罩兒	sɿ˥ ʦɔ˥ əl˧˩
四脚朝天	sɿ˥˥˥ ʨiɑʔ˥ ʣɔ˧˩ tʰiɛ̃˧
四脚蛇	sɿ˥ ʨiɑʔ˥ ʣʮei˧˩
四腳朝天	sɿ˥˥˥ ʨiɑʔ˥ ʣɔ˧˩ tʰiɛ̃˧
四腳蛇	sɿ˥ ʨiɑʔ˥ ʣʮei˧˩
四舍五入	sɿ˥ sʮei˥˧ ʔu˥˧ zʮəʔ˨
四號	sɿ˥ ɦɔ˧˩
四通八达	sɿ˥ tʰoŋ˧ pɑʔ˥ dɑʔ˨
四通八達	sɿ˥ tʰoŋ˧ pɑʔ˥ dɑʔ˨
四邻八舍	sɿ˥ lin˧˩ pɑʔ˥ sʮei˥˧
四鄰八舍	sɿ˥ lin˧˩ pɑʔ˥ sʮei˥˧
四面八方	sɿ˥ miɛ̃˧˩ pɑʔ˥ fɑŋ˧
四點	sɿ˥ tiɛ̃˥˧
回	ɦui˨˩˧
回丝	ɦui˨˩˧ sɿ˧
回去的唻	ɦui˨˩˧ ʨʰi˥ təʔ lɛ
回嘴	ɦui˧˩ ʦʮei˥˧
回報	ɦui˧˩ pɔ˥
回報肚腸	ɦui˧˩ pɔ˥ du˩˧ ʣɑŋ˥˧
回头	ɦui˧˩ dei˨˩˧
回头生意	ɦui˧˩ dei˨˩˧ sen˧ ʔi˧
回头路	ɦui˧˩ dei˨˩˧ lu˩˧
回手	ɦui˧˩ sei˥˧
回报	ɦui˧˩ pɔ˥
回报肚肠	ɦui˧˩ pɔ˥ du˩˧ ʣɑŋ˥˧
回拜	ɦui˨˩˧ pɛ˥
回汤豆腐干	ɦui˧˩ tʰɑŋ˧ dei˩˧ vu˥˧ kɛ̃˧˩
回湯豆腐乾	ɦui˧˩ tʰɑŋ˧ dei˩˧ vu˥˧ kɛ̃˧˩
回潮	ɦui˧˩ ʣɔ˩˧
回潮天	ɦui˧˩ ʣɔ˩˧ tʰiɛ̃˧
回烊儿	ɦui˧˩ ɦiɑŋ˩˧ əl˩˧
回烊兒	ɦui˧˩ ɦiɑŋ˩˧ əl˩˧
回生	ɦui˧˩ sen˧
回笼觉	ɦui˧˩ loŋ˩˧ ʨiɔ˥
回籠覺	ɦui˧˩ loŋ˩˧ ʨiɔ˥
回絲	ɦui˨˩˧ sɿ˧
回門	ɦui˧˩ men˨˩˧
回门	ɦui˧˩ men˨˩˧
回頭	ɦui˧˩ dei˨˩˧
回頭生意	ɦui˧˩ dei˨˩˧ sen˧ ʔi˧
回頭路	ɦui˧˩ dei˨˩˧ lu˩˧
因	in˧
因头	ʔin˧ dei
因頭	ʔin˧ dei
团	duõ˨˩˧
团子	duõ˨˩˧ ʦɿ
团扇	duõ˨˩˧ sʮõ˥
团脐	duõ˨˩˧ ʥi˩˧
囤	den˩˧
囤貨	den˧˩ hu˥
囤货	den˧˩ hu˥
囥	kʰɑŋ˥
囪	ʦʰoŋ˧
囪門兒	ʦʰɿ˥ men˧˩ əl˧˩
园	ɦyõ˨˩˧
园林	ɦyõ˧˩ lin˩˧
困	kʰun˦˦˥
囱	ʦʰoŋ˧
囱门儿	ʦʰɿ˥ men˧˩ əl˧˩
围	ɦui˨˩˧
围嘴袋儿	ɦui˧˩ ʦʮei˥˧ dɛ˩˧ əl˥˧
围圆	ɦui˧˩ ɦyõ˩˧
围墙	ɦui˧˩ ʥiɑŋ˩˧
围棋	ɦui˧˩ ʥi˩˧
围腰	ɦui˧˩ ʔiɔ˧
固	ku˦˦˥
国	koʔ˥
图	du˨˩˧
图画钉	du˧˩ ɦuɑ˩˧ tin˧
图章	du˧˩ ʦɑŋ˧
圆	ɦyõ˨˩˧
圆儿	ɦyõ˧˩ əl˩˧
圆台面	ɦyõ˧˩ dɛ˩˧ miɛ̃˥˧
圆场	ɦyõ˧˩ ʣɑŋ˩˧
圆房	ɦyõ˧˩ vɑŋ˨˩˧
圆桌儿	ɦyõ˧˩ ʦoʔ˥ əl˧˩
圆梭子	ɦyõ˧˩ so˧ ʦɿ
圆洞门	ɦyõ˧˩ doŋ˩˧ men˥˧
圆滑	ɦyõ˧˩ ɦuɑʔ˨
圆滚滚	ɦyõ˧˩ kun˥˧ kun˧˩
圆珠笔	ɦyõ˧˩ ʦʮ˧ piəʔ˥
圆盘儿	ɦyõ˧˩ buõ˧˩ əl˩˧
圆规	ɦyõ˧˩ kui˧
圆转	ɦyõ˧˩ ʦʮõ˥˧
圆顶帐子	ɦyõ˧˩ tin˥˧ ʦɑŋ˥ ʦɿ
圆领衫	ɦyõ˧˩ lin˥˧ sɛ̃˧˩
圈	ʨʰyõ˧
國	koʔ˥
圍	ɦui˨˩˧
圍嘴袋兒	ɦui˧˩ ʦʮei˥˧ dɛ˩˧ əl˥˧
圍圓	ɦui˧˩ ɦyõ˩˧
圍棋	ɦui˧˩ ʥi˩˧
圍牆	ɦui˧˩ ʥiɑŋ˩˧
圍腰	ɦui˧˩ ʔiɔ˧
園	ɦyõ˨˩˧
園林	ɦyõ˧˩ lin˩˧
圓	ɦyõ˨˩˧
圓兒	ɦyõ˧˩ əl˩˧
圓場	ɦyõ˧˩ ʣɑŋ˩˧
圓房	ɦyõ˧˩ vɑŋ˨˩˧
圓桌兒	ɦyõ˧˩ ʦoʔ˥ əl˧˩
圓梭子	ɦyõ˧˩ so˧ ʦɿ
圓洞門	ɦyõ˧˩ doŋ˩˧ men˥˧
圓滑	ɦyõ˧˩ ɦuɑʔ˨
圓滾滾	ɦyõ˧˩ kun˥˧ kun˧˩
圓珠筆	ɦyõ˧˩ ʦʮ˧ piəʔ˥
圓盤兒	ɦyõ˧˩ buõ˧˩ əl˩˧
圓臺面	ɦyõ˧˩ dɛ˩˧ miɛ̃˥˧
圓規	ɦyõ˧˩ kui˧
圓轉	ɦyõ˧˩ ʦʮõ˥˧
圓頂帳子	ɦyõ˧˩ tin˥˧ ʦɑŋ˥ ʦɿ
圓領衫	ɦyõ˧˩ lin˥˧ sɛ̃˧˩
圖	du˨˩˧
圖畫釘	du˧˩ ɦuɑ˩˧ tin˧
圖章	du˧˩ ʦɑŋ˧
團	duõ˨˩˧
團扇	duõ˨˩˧ sʮõ˥
團臍	duõ˨˩˧ ʥi˩˧
土	tʰu˥˧
土匪	tʰu˥˧ fi˧˩
土司	tʰu˥˧ sɿ˧˩
土地庙	tʰu˥˧ di˧˩ miɔ˧˩
土地廟	tʰu˥˧ di˧˩ miɔ˧˩
土墩头	tʰu˥˧ ten˧˩ dei
土墩頭	tʰu˥˧ ten˧˩ dei
土步儿	tʰu˥˧ bu˧˩ əl˧˩
土步兒	tʰu˥˧ bu˧˩ əl˧˩
圣	sen˦˦˥
在	ʣɛ˩˧
圭	kui˧
地	di˩˧
地下	di˩˧ ɦiɑ˥˧
地头蛇	di˩˧ dei ʣʮei˧˩
地契	di˩˧ ʨʰi˥˧
地旁边	di˩˧ bɑŋ˥˧ piɛ̃˧˩
地旁邊	di˩˧ bɑŋ˥˧ piɛ̃˧˩
地板	di˩˧ pɛ̃˥˧
地狗儿	di˩˧ kø˥˧ əl˧˩
地狗兒	di˩˧ kø˥˧ əl˧˩
地皮	di˩˧ bi˥˧
地砖	di˩˧ ʦʮõ˧
地磚	di˩˧ ʦʮõ˧
地租	di˩˧ ʦu˥˧
地脚儿	di˩˧ ʨiɑʔ˥ əl˧˩
地腳兒	di˩˧ ʨiɑʔ˥ əl˧˩
地蚕	di˩˧ ʣɛ̃˥˧
地蠶	di˩˧ ʣɛ̃˥˧
地頭蛇	di˩˧ dei ʣʮei˧˩
地高头	di˩˧ kɔ˥˧ dei
地高頭	di˩˧ kɔ˥˧ dei
地鱉蟲	di˩˧ piəʔ˥ ʣoŋ˧˩
地鳖虫	di˩˧ piəʔ˥ ʣoŋ˧˩
圳	ʦen˦˦˥
场	ʣɑŋ˨˩˧
场面	ʣɑŋ˧˩ miɛ̃˩˧
址	ʦɿ˥˧
均	ʨyn˧
坍	tʰᴇ̃˧
坍台	tʰɛ̃˧ dɛ˨˩˧
坍肩	tʰɛ̃˧ ʨiɛ̃˧
坍臺	tʰɛ̃˧ dɛ˨˩˧
坎	kʰᴇ̃˥˧
坏	ɦuɛ˩˧
坏家伙	ɦuɛ˩˧ ʨiɑ˧ ho˧
坏掉得	ɦuɛ˩˧ diɔ˥˧ təʔ
坐	ʣo˩˧
坐冷板凳	ʣo˩˧ len˥˧ pɛ̃˧˩ ten˧˩
坐堂	ʣo˩˧ dɑŋ˨˩˧
坐庄	ʣo˩˧ ʦʮɑŋ˧
坐拢来	ʣo˩˧ loŋ˥˧ lɛ˧˩
坐攏來	ʣo˩˧ loŋ˥˧ lɛ˧˩
坐板疮	ʣo˩˧ pɛ̃˥˧ ʦʮɑŋ˧˩
坐板瘡	ʣo˩˧ pɛ̃˥˧ ʦʮɑŋ˧˩
坐牢	ʣo˩˧ lɔ˥˧
坐牢监	ʣo˩˧ lɔ˥˧ ʨiɛ̃˧
坐牢監	ʣo˩˧ lɔ˥˧ ʨiɛ̃˧
坐臀肉	ʣo˩˧ ten˧ zoʔ˨
坐莊	ʣo˩˧ ʦʮɑŋ˧
坐起間	ʣo˩˧ ʨʰi˥˧ ʨiɛ̃˧˩
坐起间	ʣo˩˧ ʨʰi˥˧ ʨiɛ̃˧˩
坑	kʰen˧
块	kʰui˥
块儿	kʰui˥ əl˧˩
块头	kʰui˥ dei
块头云	kʰui˥ dei ɦyn˧˩
坚	ʨiᴇ̃˧
坛	dᴇ̃˨˩˧
坝	pɑ˥
坝头	pɑ˥ dei
坞	u˧
坟	ven˨˩˧
坟地	ven˧˩ di˩˧
坟墩墩	ven˧˩ ten˧ ten˧
坟头上	ven˧˩ dei˩˧ zɑŋ˩˧
坟山	ven˧˩ sɛ̃˧
坟树	ven˧˩ zʮ˩˧
坡	pʰo˧
坤	kʰun˧
坦	tʰᴇ̃˥˧
坦悠悠	tʰɛ̃˥˧ ʔiø˧˩ ʔiø˧˩
坪	bin˨˩˧
坯	pʰei˧
坳	ɔ˧
垂	ʣʮei˨˩˧
垅	loŋ˥˧
型	ɦin˨˩˧
垓	kᴇ˧
垦	kʰen˥˧
垫	diɛ̃˩˧
垫底	diɛ̃˩˧ ti˥˧
