㒼	mũ˨˩˧
哝哝	ʔnoŋ˦˦ ʔnoŋ˦˦
哪	nɐʔ˩˨
哭作包	kʰoʔ˥ ʦoʔ˥ pɔ˥˧
哭作无赖	kʰoʔ˥ ʦoʔ˥ vu˨˦ la˨˩˧
哭作無賴	kʰoʔ˥ ʦoʔ˥ vu˨˦ la˨˩˧
哭作环脸	kʰoʔ˥ ʦoʔ˥ ɦuɛ˨˩˧ li˨˩˧
哭作環臉	kʰoʔ˥ ʦoʔ˥ ɦuɛ˨˩˧ li˨˩˧
哭作面貌	kʰoʔ˥ ʦoʔ˥ mi˨˩˧ mɔ˨˩˧
哮管	hɔ˦˦ kũ˧˥
唠	lɔ˨˩˧
唤	hũ˦˦
唱书	ʦʰɔ̃˦˦ sʮ˥˧
唱書	ʦʰɔ̃˦˦ sʮ˥˧
啄	tɐʔ˥
商商量量	ɕiã˥˧ ɕiã˥˧ liã˨˦ liã˨˦
商量	ɕiã˥˧ liã˨˦
商量盏	ɕiã˥˧ liã˨˦ ʦɛ˧˥
商量盞	ɕiã˥˧ liã˨˦ ʦɛ˧˥
啊	ɦa˨˩˧
問癟	məŋ˨˩˧ piɪʔ˥
啐	ʦʰe˦˦
啞子	o˧˥ ʦɿ˧˥
啥	soʔ˥
啥人	so˥˧ ȵiŋ˨˦
啥人家	so˥˧ ȵiŋ˨˦ ko˥˧
啥搭界	so˥˧ tɐʔ˥ ka˦˦
啥星	soʔ˥ ɕiŋ˥˧
啥格	soʔ˥ kɐʔ˥
啥西	ɕiɪʔ˥ ɕi˥˧
啦	la˨˩˧
啬啚啚	sɐʔ˥ pi˧˥ pi˧˥
啬鄙鄙	sɐʔ˥ pi˥˧ pi˥˧
啰里百唆	ʔləu˦˦ li˨˩˧ pɐʔ˥ səu˦˦
喁喁	ȵy˨˦ ȵy˨˦
喌喌	ʦo˧˥ ʦo˧˥
喚	hũ˦˦
喫	ʨʰyoʔ˥
喫上加喫	ʨʰyoʔ˥ zɔ̃˨˩˧ ko˥˧ ʨʰyoʔ˥
喫人腦髓	ʨʰyoʔ˥ ȵiŋ˨˦ nɔ˨˩˧ ɕi˥˧
喫僝頭	ʨʰyoʔ˥ zɛ˨˩˧ dœʏ˨˦
喫勒落	ʨʰyoʔ˥ lɐʔ˩˨ loʔ˩˨
喫勿落	ʨʰyoʔ˥ vɐʔ˩˨ loʔ˩˨
喫口	ʨʰyoʔ˥ kʰœʏ˧˥
喫嘴	kɐʔ˥ ʦʮ˧˥
喫噴頭	ʨʰyoʔ˥ pʰəŋ˥˧ dœʏ˨˦
喫嚇	ʨʰiɪʔ˥ hɐʔ˥
喫場	ʨʰyoʔ˥ ʥiã˨˩˧
喫場案	ʨʰyoʔ˥ ʥiã˨˩˧ ɐɪ˦˦
喫夾餅	ʨʰyoʔ˥ kɐʔ˥ piŋ˧˥
喫客	ʨʰyoʔ˥ kʰɐʔ˥
喫小苦	ʨʰyoʔ˥ ɕio˧˥ kʰu˧˥
喫巴掌	ʨʰyoʔ˥ po˥˧ ʦɔ̃˧˥
喫後撲	ʨʰyoʔ˥ ɦœʏ˨˩˧ pʰoʔ˥
喫慄子	ʨʰyoʔ˥ liɪʔ˩˨ ʦɿ˧˥
喫排山	ʨʰyoʔ˥ ba˨˦ sɛ˥˧
喫排頭	ʨʰyoʔ˥ ba˨˦ dœʏ˨˦
喫攪勢	ʨʰyoʔ˥ gɔ˨˩˧ sʮ˦˦
喫格	ʨʰyoʔ˥ kɐʔ˥
喫死飯	ʨʰyoʔ˥ ɕi˧˥ vɛ˨˩˧
喫氣勿過	ʨʰyoʔ˥ ʨʰi˦˦ vɐʔ˩˨ kəu˦˦
喫水	ʨʰyoʔ˥ sʮ˧˥
喫煞	ʨʰyoʔ˥ sɐʔ˥
喫熱	ʨʰyoʔ˥ ȵiɪʔ˩˨
喫生活	ʨʰyoʔ˥ sã˥˧ ɦuɐʔ˩˨
喫癟	ʨʰyoʔ˥ piɪʔ˥
喫發螂	ʨʰyoʔ˥ fɐʔ˥ lɔ̃˨˦
喫發螳螂	ʨʰyoʔ˥ fɐʔ˥ dɔ̃˨˦ lɔ̃˨˦
喫相	ʨʰyoʔ˥ ɕiã˦˦
喫着	ʨʰyoʔ˥ ʣoʔ˩˨
喫着喫	ʨʰyoʔ˥ ʣoʔ˩˨ ʨʰyoʔ˥
喫空心湯糰	ʨʰyoʔ˥ kʰoŋ˦˦ ɕiŋ˥˧ tʰɔ̃˥˧ dø˨˦
喫糖	ʨʰyoʔ˥ dɔ̃˨˦
喫素	ʨʰyoʔ˥ su˦˦
喫翻桌	ʨʰyoʔ˥ fɛ˥˧ ʦoʔ˥
喫老苦	ʨʰyoʔ˥ lɔ˨˩˧ kʰu˧˥
喫老蛤螷	ʨʰyoʔ˥ lɔ˨˩˧ kɐʔ˥ bi˨˦
喫腦子卜	ʨʰyoʔ˥ nɔ˨˩˧ ʦɿ˧˥ boʔ˩˨
喫腦子彈	ʨʰyoʔ˥ nɔ˨˩˧ ʦɿ˧˥ dɛ˨˩˧
喫腦子磕	ʨʰyoʔ˥ nɔ˨˩˧ ʦɿ˧˥ kʰɐʔ˥
喫舌頭	kɐʔ˥ ʑiɪʔ˩˨ dœʏ˨˦
喫花菜	ʨʰyoʔ˥ huo˦˦ ʦʰe˦˦
喫落腳	ʨʰyoʔ˥ loʔ˩˨ ʨiã˧˥
喫蘿蔔乾	ʨʰyoʔ˥ ləu˨˦ boʔ˩˨ ki˥˧
喫蛋糕	ʨʰyoʔ˥ dɛ˨˩˧ kɔ˥˧
喫豁辣麵	ʨʰyoʔ˥ huɐʔ˥ lɐʔ˩˨ mi˨˩˧
喫豆腐	ʨʰyoʔ˥ dœʏ˨˩˧ vu˨˩˧
喫賠賬	ʨʰyoʔ˥ bɐɪ˨˦ ʨiã˦˦
喫趤飯	ʨʰyoʔ˥ dã˨˩˧ vɛ˨˩˧
喫軟弶	ʨʰyoʔ˥ ȵy˨˩˧ ʥiã˨˩˧
喫輪飯	ʨʰyoʔ˥ liŋ˨˦ vɛ˨˩˧
喫送轎米飯	ʨʰyoʔ˥ soŋ˦˦ ʥio˨˩˧ mi˨˩˧ vɛ˨˩˧
喫送酒	ʨʰyoʔ˥ soŋ˦˦ ʨiʏ˧˥
喫酒	ʨʰyoʔ˥ ʨiʏ˧˥
喫食	ʨʰyoʔ˥ ʑiɪʔ˩˨
喫食命	ʨʰyoʔ˥ ʑiɪʔ˩˨ miŋ˨˩˧
喫飯家生	ʨʰyoʔ˥ vɛ˨˩˧ ko˥˧ sã˥˧
喫飯間	ʨʰyoʔ˥ vɛ˨˩˧ kɛ˧˥
喫𢞕	ʨʰiɪʔ˥ hoʔ˥
單布衫	tɛ˥˧ pu˦˦ sɛ˥˧
單怕	tɛ˥˧ pʰo˦˦
單票	tɛ˥˧ pʰio˦˦
單褲	tɛ˥˧ kʰu˦˦
單褲湯	tɛ˥˧ kʰu˦˦ tʰɔ̃˥˧
單角	tɛ˥˧ koʔ˥
單角落頭	tɛ˥˧ koʔ˥ loʔ˩˨ dœʏ˨˦
單超	tɛ˥˧ ʨʰio˥˧
單邊	tɛ˥˧ pi˥˧
單頭重	tɛ˥˧ dœʏ˨˦ ʣoŋ˨˩˧
喳喳	ʣo˨˦ ʣo˨˦
喷头	pʰəŋ˥˧ dœʏ˨˦
喷火癞𪓿	pʰəŋ˥˧ həu˧˥ la˨˩˧ sɿ˥˧
喷花	pʰəŋ˥˧ huo˦˦
喷酥	pʰəŋ˥˧ su˥˧
嗀	hoʔ˥
嗄飯	ɦo˨˩˧ vɛ˨˩˧
嗄饭	ɦo˨˩˧ vɛ˨˩˧
嗅	ɕyoŋ˦˦
嗅嘴	ɕyoŋ˦˦ ʦʮ˧˥
嗆	ʨʰiã˦˦
嗆拍	ʨʰiã˦˦ pʰɐʔ˥
嗆氣	ʨʰiã˦˦ ʨʰi˦˦
嗇啚啚	sɐʔ˥ pi˧˥ pi˧˥
嗇鄙鄙	sɐʔ˥ pi˥˧ pi˥˧
嗍	soʔ˥
嗐	ɦe˨˩˧
嗐嗐	ɦe˨˩˧ ɦe˨˩˧
嗒	tɐʔ˥
嗤嗤	ʦʰʮ˥˧ ʦʰʮ˥˧
嗬	ɦəu˨˦
嗯克嗯克	ã˥˧ kʰɐʔ˥ ã˥˧ kʰɐʔ˥
嗯嗯切切	əŋ˥˧ əŋ˥˧ ʨʰiɪʔ˥ ʨʰiɪʔ˥
嗯嗯支支	əŋ˥˧ əŋ˥˧ ʦɿ˥˧ ʦɿ˥˧
嗲	tia˧˥
嗽	sœʏ˦˦
嘆苦經	tʰɛ˦˦ kʰu˧˥ ʨiŋ˥˧
嘔	œʏ˥˧
嘔俉疙瘩𡀂	œʏ˥˧ ŋ̩˨˩˧ kɐʔ˥ tɐʔ˥ lɐɪ˨˦
嘔俉𢜭力𡀂	œʏ˥˧ ŋ̩˨˩˧ ʥiɐʔ˩˨ liɪʔ˩˨ lɐɪ˨˦
嘔儂疙瘩𡀂	œʏ˥˧ nəu˨˩˧ kɐʔ˥ tɐʔ˥ lɐɪ˨˦
嘔儂𢜭力𡀂	œʏ˥˧ nəu˨˩˧ ʥiɐʔ˩˨ liɪʔ˩˨ lɐɪ˨˦
嘔勒應	œʏ˥˧ lɐʔ˩˨ iŋ˥˧
嘔勿應	œʏ˥˧ vɐʔ˩˨ iŋ˥˧
嘔嘔其	œʏ˥˧ œʏ˥˧ ʥi˨˩˧
嘔活靈	œʏ˥˧ ɦuɐʔ˩˨ liŋ˨˦
嘮	lɔ˨˩˧
嘰咕	ʨi˥˧ ku˥˧
嘰奏	ʨi˥˧ ʦœʏ˥˧
嘱嘱	ʦoʔ˥ ʦoʔ˥
嘴唇皮	ʦʮ˧˥ zʮøŋ˨˦ bi˨˦
嘴唇膏	ʦʮ˧˥ zʮøŋ˨˦ kɔ˥˧
嘴巴爿	ʦʮ˧˥ po˥˧ bɛ˨˦
嘴巴皮	ʦʮ˧˥ po˥˧ bi˨˦
嘴脣皮	ʦʮ˧˥ zʮøŋ˨˦ bi˨˦
嘴脣膏	ʦʮ˧˥ zʮøŋ˨˦ kɔ˥˧
嘴脯	ʦʮ˧˥ bu˨˩˧
嘴角疮	ʦʮ˧˥ koʔ˥ ʦʰɔ̃˥˧
嘴角瘡	ʦʮ˧˥ koʔ˥ ʦʰɔ̃˥˧
嘵豬	ȵio˨˦ ʦʮ˧˥
嘶	ɕi˥˧
嘸	ʔm̩˦˦
嘸介事	ʔm̩˦˦ ka˦˦ zɿ˨˩˧
嘸佬	ʔm̩˦˦ lɔ˨˩˧
嘸做	ʔm̩˦˦ ʦəu˦˦
嘸出產	ʔm̩˦˦ ʦʰʮœʔ˥ sɛ˥˧
嘸告	ʔm̩˦˦ kɔ˦˦
嘸告多少	ʔm̩˦˦ kɔ˦˦ təu˧˥ ɕio˧˥
嘸告話頭	ʔm̩˦˦ kɔ˦˦ ɦuo˨˩˧ dœʏ˨˦
嘸商量	ʔm̩˦˦ ɕiã˥˧ liã˨˦
嘸後還	ʔm̩˦˦ ɦœʏ˨˩˧ ɦuɛ˨˦
嘸心到事	ʔm̩˦˦ ɕiŋ˥˧ tɔ˦˦ zɿ˨˩˧
嘸心嘸事	ʔm̩˦˦ ɕiŋ˥˧ ʔm̩˦˦ zɿ˨˩˧
嘸心相	ʔm̩˦˦ ɕiŋ˥˧ ɕiã˦˦
嘸掉	ʔm̩˦˦ dio˨˩˧
嘸採去	ʔm̩˦˦ ʦʰe˧˥ ʨʰi˦˦
嘸數	ʔm̩˦˦ su˧˥
嘸數倒賬	ʔm̩˦˦ su˧˥ tɔ˧˥ ʨiã˦˦
嘸數目賬	ʔm̩˦˦ su˧˥ moʔ˩˨ ʨiã˦˦
嘸本	ʔm̩˦˦ pəŋ˧˥
嘸根爛腳	ʔm̩˦˦ kəŋ˧˥ lɛ˨˩˧ ʨiɐʔ˥
嘸根腳	ʔm̩˦˦ kəŋ˧˥ ʨiɐʔ˥
嘸樣範	ʔm̩˦˦ ɦiã˨˩˧ vɛ˨˩˧
嘸氣嘸魄	ʔm̩˦˦ ʨʰi˦˦ ʔm̩˦˦ pʰɐʔ˥
嘸氣懶魄	ʔm̩˦˦ ʨʰi˦˦ lɛ˨˩˧ pʰɐʔ˥
嘸清夾頭	ʔm̩˦˦ ʨʰiŋ˥˧ kɐʔ˥ dœʏ˨˦
嘸清白頭	ʔm̩˦˦ ʨʰiŋ˥˧ bɐʔ˩˨ dœʏ˨˦
嘸清頭	ʔm̩˦˦ ʨʰiŋ˥˧ dœʏ˨˦
嘸百廿	ʔm̩˦˦ pɐʔ˥ ne˨˩˧
嘸相干	ʔm̩˦˦ ɕiã˦˦ ki˥˧
嘸結果	ʔm̩˦˦ ʨiɪʔ˥ kəu˧˥
嘸腳力	ʔm̩˦˦ ʨiɐʔ˥ liɪʔ˩˨
嘸腳活猻	ʔm̩˦˦ ʨiɐʔ˥ ɦuɐʔ˩˨ səŋ˥˧
嘸腳色	ʔm̩˦˦ ʨiɐʔ˥ sɐʔ˥
嘸腳蟹	ʔm̩˦˦ ʨiɐʔ˥ ha˧˥
嘸要得緊	ʔm̩˦˦ io˦˦ tɐʔ˥ ʨiŋ˧˥
嘸設法	ʔm̩˦˦ ɕiɪʔ˥ fɐʔ˥
嘸話嘸說	ʔm̩˦˦ ɦuo˨˩˧ ʔm̩˦˦ sʮœʔ˥
嘸話說	ʔm̩˦˦ ɦuo˨˩˧ sʮœʔ˥
嘸賬得算	ʔm̩˦˦ ʨiã˦˦ tɐʔ˥ sʏ˦˦
嘸趣相	ʔm̩˦˦ ʦʰʮ˦˦ ɕiã˦˦
嘸進嘸出	ʔm̩˦˦ ʨiŋ˦˦ ʔm̩˦˦ ʦʰʮœʔ˥
嘸郎	ʔm̩˦˦ lɔ̃˨˦
嘸郎看大體	ʔm̩˦˦ lɔ̃˨˦ kʰi˦˦ da˨˩˧ tʰi˧˥
嘸長進	ʔm̩˦˦ ʨiã˧˥ ʨiŋ˦˦
嘸陶成	ʔm̩˦˦ dɔ˨˦ ʥiŋ˨˦
嘸陶白成	ʔm̩˦˦ dɔ˨˦ bɐʔ˩˨ ʥiŋ˨˦
嘸頭夾腳	ʔm̩˦˦ dœʏ˨˦ kɐʔ˥ ʨiɐʔ˥
噁心䑆䑆	oʔ˥ ɕiŋ˥˧ ɦiã˨˩˧ ɦiã˨˩˧
噢	ɔ˥˧
噢胡噢胡	ɔ˥˧ ɦu˨˦ ɔ˥˧ ɦu˨˦
噤	ʥiŋ˨˩˧
噥克噥克	ʔnoŋ˦˦ kʰɐʔ˥ ʔnoŋ˦˦ kʰɐʔ˥
噥噥	ʔnoŋ˦˦ ʔnoŋ˦˦
噦	yəʔ˥
噦氣勿轉	yəʔ˥ ʨʰi˦˦ vɐʔ˩˨ ʦʏ˧˥
噱	ɕyəʔ˥
噴火癩𪓿	pʰəŋ˥˧ həu˧˥ la˨˩˧ sɿ˥˧
噴花	pʰəŋ˥˧ huo˦˦
噴酥	pʰəŋ˥˧ su˥˧
噴頭	pʰəŋ˥˧ dœʏ˨˦
嚇人倒怪	hɐʔ˥ ȵiŋ˨˦ tɔ˧˥ kua˦˦
嚇勢勢	hɐʔ˥ sʮ˦˦ sʮ˦˦
嚇煞	hɐʔ˥ sɐʔ˥
嚇煞倒人	hɐʔ˥ sɐʔ˥ tɔ˧˥ ȵiŋ˨˦
嚇老老	hɐʔ˥ lɔ˨˩˧ lɔ˨˩˧
嚯	ɦoʔ˩˨
嚵	zɛ˨˦
嚼麥糕	ʑiɐʔ˩˨ mɐʔ˩˨ kɔ˥˧
嚼麦糕	ʑiɐʔ˩˨ mɐʔ˩˨ kɔ˥˧
囉裏百唆	ʔləu˦˦ li˨˩˧ pɐʔ˥ səu˦˦
囑囑	ʦoʔ˥ ʦoʔ˥
四只眼	sɿ˦˦ ʦɐʔ˥ ŋɛ˨˩˧
四团六圈	sɿ˦˦ dø˨˦ loʔ˩˨ ʨʰy˧˥
四围	sɿ˦˦ ɦuɐɪ˨˦
四圍	sɿ˦˦ ɦuɐɪ˨˦
四團六圈	sɿ˦˦ dø˨˦ loʔ˩˨ ʨʰy˧˥
四散	sɿ˦˦ sɛ˦˦
四方的角	sɿ˦˦ fɔ̃˥˧ tiɪʔ˥ koʔ˥
四日两头班	sɿ˦˦ ȵiɪʔ˩˨ liã˨˩˧ dœʏ˨˦ pɛ˥˧
四日兩頭班	sɿ˦˦ ȵiɪʔ˩˨ liã˨˩˧ dœʏ˨˦ pɛ˥˧
四明南詞	sɿ˦˦ miŋ˨˦ nɐɪ˨˦ ʣɿ˨˦
四明南词	sɿ˦˦ miŋ˨˦ nɐɪ˨˦ ʣɿ˨˦
四明文书	sɿ˦˦ miŋ˨˦ vəŋ˨˦ sʮ˥˧
四明文書	sɿ˦˦ miŋ˨˦ vəŋ˨˦ sʮ˥˧
四脚蛇	sɿ˦˦ ʨiɐʔ˥ ʣo˨˦
四腳蛇	sɿ˦˦ ʨiɐʔ˥ ʣo˨˦
四隻眼	sɿ˦˦ ʦɐʔ˥ ŋɛ˨˩˧
回	ɦuɐɪ˨˦
回声	ɦuɐɪ˨˦ səŋ˥˧
回头	ɦuɐɪ˨˦ dœʏ˨˦
回汤豆腐干	ɦuɐɪ˨˦ tʰɔ̃˥˧ dœʏ˨˩˧ vu˨˩˧ ki˥˧
回湯豆腐乾	ɦuɐɪ˨˦ tʰɔ̃˥˧ dœʏ˨˩˧ vu˨˩˧ ki˥˧
回聲	ɦuɐɪ˨˦ səŋ˥˧
回脚出	ɦuɐɪ˨˦ ʨiɐʔ˥ ʦʰʮœʔ˥
回腳出	ɦuɐɪ˨˦ ʨiɐʔ˥ ʦʰʮœʔ˥
回門	ɦuɐɪ˨˦ məŋ˨˦
回门	ɦuɐɪ˨˦ məŋ˨˦
回頭	ɦuɐɪ˨˦ dœʏ˨˦
因即	iŋ˥˧ ʨiɪʔ˥
因头	iŋ˥˧ dœʏ˨˦
因掉	iŋ˥˧ dio˨˩˧
因頭	iŋ˥˧ dœʏ˨˦
囡	nø˨˦
囡囡	ʔnø˦˦ ʔnø˦˦
囡囡宝	ʔnø˦˦ ʔnø˦˦ pɔ˧˥
囡囡寶	ʔnø˦˦ ʔnø˦˦ pɔ˧˥
囡孙囡	no˨˦ səŋ˥˧ nø˨˦
囡孫囡	no˨˦ səŋ˥˧ nø˨˦
囡疏	no˨˦ su˦˦
团匾	dø˨˦ pi˧˥
团团	dø˨˦ dø˨˦
团团圈圈	dø˨˦ dø˨˦ ʨʰy˧˥ ʨʰy˧˥
团熟	dø˨˦ zoʔ˩˨
团箕	dø˨˦ ʨi˥˧
团脐	dø˨˦ ʥi˨˦
团荡	dø˨˦ dɔ̃˨˩˧
团荡婆	dø˨˦ dɔ̃˨˩˧ bəu˨˦
团荡阿姆	dø˨˦ dɔ̃˨˩˧ ̃ m̩˨˦
囥	kʰɔ̃˦˦
园地	ɦy˨˦ di˨˩˧
围身布襕	ɦy˨˦ ɕiŋ˥˧ pu˦˦ lɛ˨˦
图书	du˨˦ sʮ˥˧
图书钉	du˨˦ sʮ˥˧ tiŋ˦˦
圆子	ɦy˨˦ ʦɿ˧˥
圆眼	ɦy˨˦ ŋɛ˨˩˧
圆蛤	ɦy˨˦ kɐʔ˥
圈癣	ʨʰy˧˥ ɕi˧˥
圈癬	ʨʰy˧˥ ɕi˧˥
圍身布襴	ɦy˨˦ ɕiŋ˥˧ pu˦˦ lɛ˨˦
園地	ɦy˨˦ di˨˩˧
圓子	ɦy˨˦ ʦɿ˧˥
圓眼	ɦy˨˦ ŋɛ˨˩˧
圓蛤	ɦy˨˦ kɐʔ˥
圖書	du˨˦ sʮ˥˧
圖書釘	du˨˦ sʮ˥˧ tiŋ˦˦
團匾	dø˨˦ pi˧˥
團團	dø˨˦ dø˨˦
團團圈圈	dø˨˦ dø˨˦ ʨʰy˧˥ ʨʰy˧˥
團熟	dø˨˦ zoʔ˩˨
團箕	dø˨˦ ʨi˥˧
團臍	dø˨˦ ʥi˨˦
團蕩	dø˨˦ dɔ̃˨˩˧
團蕩婆	dø˨˦ dɔ̃˨˩˧ bəu˨˦
團蕩阿姆	dø˨˦ dɔ̃˨˩˧ ̃ m̩˨˦
土笥	tʰu˧˥ sɿ˥˧
土箕	tʰu˧˥ ʨi˥˧
土鯆魚	tʰu˧˥ bu˨˦ ŋ̩˨˦
土𫚙鱼	tʰu˧˥ bu˨˦ ŋ̩˨˦
圣珓	ɕiŋ˦˦ kɔ˥˧
在內	ʣe˨˩˧ nɐɪ˨˩˧
在内	ʣe˨˩˧ nɐɪ˨˩˧
在行	ʣe˨˩˧ ɦɔ̃˨˦
在行三叔婆	ʣe˨˩˧ ɦɔ̃˨˦ sɛ˥˧ soʔ˥ bəu˨˦
地㽘	di˨˩˧ gɔ̃˨˦
地作貨	di˨˩˧ ʦoʔ˥ həu˦˦
地作货	di˨˩˧ ʦoʔ˥ həu˦˦
地园	di˨˩˧ ɦy˨˦
地園	di˨˩˧ ɦy˨˦
地壤	di˨˩˧ ȵiã˨˩˧
地头鬼	di˨˩˧ dœʏ˨˦ ʨy˧˥
地庄船	di˨˩˧ ʦɔ̃˥˧ zʏ˨˦
地床	di˨˩˧ zɔ̃˨˦
地慄糕	di˨˩˧ liɪʔ˩˨ kɔ˥˧
地方	di˨˩˧ fɔ̃˥˧
地栗糕	di˨˩˧ liɪʔ˩˨ kɔ˥˧
地栿	di˨˩˧ boʔ˩˨
地牀	di˨˩˧ zɔ̃˨˦
地脚印	di˨˩˧ ʨiɐʔ˥ iŋ˦˦
地脚引	di˨˩˧ ʨiɐʔ˥ iŋ˦˦
地腳印	di˨˩˧ ʨiɐʔ˥ iŋ˦˦
地腳引	di˨˩˧ ʨiɐʔ˥ iŋ˦˦
地莊船	di˨˩˧ ʦɔ̃˥˧ zʏ˨˦
地菜	di˨˩˧ ʦʰe˦˦
地蚕	di˨˩˧ zɐɪ˨˦
地蠶	di˨˩˧ zɐɪ˨˦
地頭鬼	di˨˩˧ dœʏ˨˦ ʨy˧˥
场头	ʥiã˨˩˧ dœʏ˨˦
坍	tʰɛ˥˧
坍台	tʰɛ˥˧ de˨˦
坍臺	tʰɛ˥˧ de˨˦
坎	kʰɛ˥˧
坏	ua˥˧
坏吃	ua˥˧ ʨʰyoʔ˥
坏吃芋艿头	ua˥˧ ʨʰyoʔ˥ ɦy˨˩˧ na˨˦ dœʏ˨˦
坏坯子	ua˥˧ pʰɐɪ˥˧ ʦɿ˧˥
坏过	ua˥˧ kəu˦˦
坐夜	zəu˨˩˧ ɦia˨˩˧
坐板疮	zəu˨˩˧ pɛ˧˥ ʦʰɔ̃˥˧
坐板瘡	zəu˨˩˧ pɛ˧˥ ʦʰɔ̃˥˧
坐着坐	zəu˨˩˧ ʣoʔ˩˨ zəu˨˩˧
坐車	zəu˨˩˧ ʦʰo˥˧
坐车	zəu˨˩˧ ʦʰo˥˧
坑	kʰã˥˧
坑头	kʰã˥˧ dœʏ˨˦
坑头间	kʰã˥˧ dœʏ˨˦ kɛ˧˥
坑跟間	kʰã˥˧ kəŋ˥˧ kɛ˧˥
坑跟间	kʰã˥˧ kəŋ˥˧ kɛ˧˥
坑頭	kʰã˥˧ dœʏ˨˦
坑頭間	kʰã˥˧ dœʏ˨˦ kɛ˧˥
坒	bi˨˩˧
坒头外	bi˨˩˧ dœʏ˨˦ ŋa˨˩˧
坒頭外	bi˨˩˧ dœʏ˨˦ ŋa˨˩˧
块头	kʰuɐɪ˧˥ dœʏ˨˦
块石	kʰuɐɪ˧˥ zɐʔ˩˨
块码	kʰuɐɪ˧˥ mo˨˩˧
坚	ʨi˥˧
坛	dɛ˨˦
坝	po˦˦
坞处	u˥˧ ʦʰʮ˧˥
坞态	u˥˧ tʰe˥˧
坞汤	u˥˧ tʰɔ̃˥˧
坞荡	u˥˧ dɔ̃˨˩˧
坞赛	u˥˧ se˦˦
坞采	u˥˧ ʦʰe˧˥
坟	vəŋ˨˦
坟头	vəŋ˨˦ dœʏ˨˦
坦	tʰɛ˧˥
坯	pʰɐɪ˥˧
坯子	pʰɐɪ˥˧ ʦɿ˧˥
坺	bɐʔ˩˨
垫	ti˧˥
垫肩	di˨˩˧ ʨi˥˧
垫被	di˨˩˧ bi˨˩˧
垽	ȵiŋ˨˩˧
埋	ʔma˥˧
埕头	ʥiŋ˨˦ dœʏ˨˦
埕頭	ʥiŋ˨˦ dœʏ˨˦
埠头	bu˨˩˧ dœʏ˨˦
埠頭	bu˨˩˧ dœʏ˨˦
埭	da˨˦
基	ʨi˥˧
埼	ʥi˨˦
埿	ȵi˨˦
堂前	dɔ̃˨˦ ʑi˨˦
堂鑊	dɔ̃˨˦ ɦoʔ˩˨
堂镬	dɔ̃˨˦ ɦoʔ˩˨
堅	ʨi˥˧
堆头	tɐɪ˥˧ dœʏ˨˦
堆打	tɐɪ˥˧ tã˧˥
堆頭	tɐɪ˥˧ dœʏ˨˦
堍头	tʰu˦˦ dœʏ˨˦
堍頭	tʰu˦˦ dœʏ˨˦
堪好	kʰi˦˦ hɔ˧˥
堰	i˦˦
場頭	ʥiã˨˩˧ dœʏ˨˦
堵	du˨˦
塊石	kʰuɐɪ˧˥ zɐʔ˩˨
塊碼	kʰuɐɪ˧˥ mo˨˩˧
塊頭	kʰuɐɪ˧˥ dœʏ˨˦
塌	tʰɐʔ˥
塌塌𤿏	tʰɐʔ˥ tʰɐʔ˥ nɐɪ˨˩˧
塌鼻头管	tʰɐʔ˥ bɐʔ˩˨ dœʏ˨˦ kũ˧˥
塌鼻頭管	tʰɐʔ˥ bɐʔ˩˨ dœʏ˨˦ kũ˧˥
塑子	su˦˦ ʦɿ˧˥
塔	tʰɐʔ˥
塔塔响	tʰɐʔ˥ tʰɐʔ˥ ɕiã˧˥
塔塔響	tʰɐʔ˥ tʰɐʔ˥ ɕiã˧˥
塘	dɔ̃˨˦
塘河	dɔ̃˨˦ ɦəu˨˦
塘魚	dɔ̃˨˦ ŋ̩˨˦
塘鱼	dɔ̃˨˦ ŋ̩˨˦
塞头	sɐʔ˥ dœʏ˨˦
塞暗亮头	sɐʔ˥ ɐɪ˦˦ liã˨˩˧ dœʏ˨˦
塞暗亮頭	sɐʔ˥ ɐɪ˦˦ liã˨˩˧ dœʏ˨˦
塞車	sɐʔ˥ ʦʰo˥˧
塞车	sɐʔ˥ ʦʰo˥˧
塞頭	sɐʔ˥ dœʏ˨˦
塢態	u˥˧ tʰe˥˧
塢採	u˥˧ ʦʰe˧˥
塢湯	u˥˧ tʰɔ̃˥˧
塢蕩	u˥˧ dɔ̃˨˩˧
塢處	u˥˧ ʦʰʮ˧˥
塢賽	u˥˧ se˦˦
塥泥	kɐʔ˥ ȵi˨˦
塳塵	boŋ˨˦ ʥiŋ˨˦
塳尘	boŋ˨˦ ʥiŋ˨˦
墈	kʰe˦˦
墊	ti˧˥
墊肩	di˨˩˧ ʨi˥˧
墊被	di˨˩˧ bi˨˩˧
墓	məu˨˩˧
墙门	ʑiã˨˦ məŋ˨˦
墝埆	ʨʰio˦˦ koʔ˥
墨地漆暗	moʔ˩˨ di˨˩˧ ʦʰɐʔ˥ ɐɪ˦˦
墨地漆黑	moʔ˩˨ di˨˩˧ ʦʰɐʔ˥ hɐʔ˥
墨暗	moʔ˩˨ ɐɪ˦˦
墨漆地暗	moʔ˩˨ ʦʰɐʔ˥ di˨˩˧ ɐɪ˦˦
墨漆地黑	moʔ˩˨ ʦʰɐʔ˥ di˨˩˧ hɐʔ˥
墨漆斯暗	moʔ˩˨ ʦʰɐʔ˥ sɿ˥˧ ɐɪ˦˦
墨漆暗	moʔ˩˨ ʦʰɐʔ˥ ɐɪ˦˦
