㪕	ʨʰiɑʔ˥$
諱	hue˥˩$
諷	foŋ˥˩$
諸	ʨy˦˧˧$
諺	ȵiɪ̃˨˨˧$
諾	nɔʔ˧˦$
謀	me˨˨˧$
謂	ɦue˧˩$
謄	dᴇŋ˨˨˧$
謊	huɑŋ˧˧˦$
謎	mi˨˨˧$
謗	pɑŋ˥˩$
謙	ʨʰiɪ̃˦˧˧$
講	kɑŋ˧˧˦$
謝	ziɑ˧˩$
謠	ɦiɒ˨˨˧$
謬	miøʏ˧˩$
謹	ʨiŋ˧˧˦$
證	ʨiᴇŋ˥˩$
譏	ʨi˦˧˧$
識	ɕiɘʔ˥$
譚	dɯ̃˨˨˧$
譜	pʰu˧˧˦$
警	ʨiŋ˧˧˦$
譬	pʰi˥˩$
譯	ɦiɪʔ˧˦$
議	i˥˩$
護	ɦu˧˩$
譽	y˥˩$
讀	dɔʔ˧˦$
變	piɪ̃˥˩$
讎	ʥiøʏ˨˨˧$
讒	zæ̃˨˨˧$
讓	ȵiɪ̃˧˩$
计	ʨi˥˩$
订	tiŋ˥˩$
讣	fu˥˩$
认	ȵiŋ˧˩$
讥	ʨi˦˧˧$
讨	tʰɒ˧˧˦$
让	ȵiɪ̃˧˩$
讫	ʨʰiɪʔ˥$
训	ɕyŋ˥˩$
议	i˥˩$
讯	siŋ˥˩$
记	ʨi˥˩$
讲	kɑŋ˧˧˦$
讳	hue˥˩$
许	ɕy˧˧˦$
讹	ŋʌɤ˨˨˧$
论	lᴇŋ˨˨˧$
讼	zoŋ˧˩$
讽	foŋ˥˩$
设	ɕiɘʔ˥$
访	fɑŋ˧˧˦$
诀	ʨyʊʔ˥$
证	ʨiᴇŋ˥˩$
评	biŋ˨˨˧$
识	ɕiɘʔ˥$
诈	ʦo˥˩$
诉	su˥˩$
诊	ʨiᴇŋ˧˧˦$
词	zɿ˨˨˧$
诏	ʨiɒ˥˩$
译	ɦiɪʔ˧˦$
试	sɿ˥˩$
诗	sɿ˦˧˧$
诚	ʥiᴇŋ˨˨˧$
诛	ʨy˦˧˧$
话	o˥˩$
诞	dæ̃˧˩$
诡	kue˧˧˦$
该	kæ˦˧˧$
详	ziɪ̃˨˨˧$
诬	fu˧˧˦$
语	y˧˧˦$
误	ɦu˧˩$
诱	iøʏ˥˩$
说	ʨʰyʊʔ˥$
诵	zoŋ˧˩$
请	ʦʰiŋ˧˧˦$
诸	ʨy˦˧˧$
诺	nɔʔ˧˦$
读	dɔʔ˧˦$
课	kʰʌɤ˥˩$
谁	ʑye˨˨˧$
调	diɒ˨˨˧$
谅	liɪ̃˧˩$
谈	dæ̃˨˨˧$
谊	ȵi˨˨˧$
谋	me˨˨˧$
谍	diɪʔ˧˦$
谎	huɑŋ˧˧˦$
谏	ʨiɪ̃˥˩$
谐	ɦiæ˨˨˧$
谓	ɦue˧˩$
谗	zæ̃˨˨˧$
谚	ȵiɪ̃˨˨˧$
谜	mi˨˨˧$
谢	ziɑ˧˩$
谣	ɦiɒ˨˨˧$
谤	pɑŋ˥˩$
谦	ʨʰiɪ̃˦˧˧$
谨	ʨiŋ˧˧˦$
谬	miøʏ˧˩$
谭	dɯ̃˨˨˧$
谱	pʰu˧˧˦$
谷	kɔʔ˥$
豁	hʊʔ˥$
豆	døʏ˧˩$
豇	kɑŋ˦˧˧$
豈	ʨʰi˧˧˦$
豉	zɿ˨˨˧$
豌	ɯ̃˦˧˧$
豎	ʑy˧˩$
豐	foŋ˦˧˧$
豔	iɪ̃˥˩$
豕	sɿ˧˧˦$
豚	dᴇŋ˨˨˧$
象	ziɪ̃˧˩$
豪	ɦɒ˨˨˧$
豫	y˥˩$
豬	ʦɿ˦˧˧$
豹	pɒ˥˩$
豺	zæ˨˨˧$
貂	tiɒ˦˧˧$
貌	mɒ˧˩$
貓	mɒ˨˨˧$
貝	pe˥˩$
貞	ʨiᴇŋ˦˧˧$
負	vu˧˩$
財	zæ˨˨˧$
貢	koŋ˥˩$
貧	biŋ˨˨˧$
貨	hʌɤ˥˩$
販	fæ̃˥˩$
貪	tʰɯ̃˦˧˧$
貫	kɯ̃˥˩$
責	ʦəʔ˥$
貳	ɚ˥˩$
貴	kue˥˩$
貶	piɪ̃˦˧˧$
買	mæ˧˧˦$
貸	dæ˧˩$
費	fi˥˩$
貼	tʰiɪʔ˥$
貿	mɒ˧˩$
賀	ɦʌɤ˧˩$
賂	lu˧˩$
賃	ȵiŋ˧˩$
賄	hue˥˩$
資	ʦɿ˦˧˧$
賈	ʨiɑ˧˧˦$
賊	zəʔ˧˦$
賒	ɕiɑ˦˧˧$
賓	piŋ˦˧˧$
賜	ʦʰɿ˥˩$
賞	ɕiæ̃˧˧˦$
賠	bæ˨˨˧$
賢	ɦiɪ̃˨˨˧$
賣	mæ˧˩$
賤	ziɪ̃˧˩$
賦	fu˥˩$
質	ʨiɘʔ˥$
賬	ʨiæ̃˥˩$
賭	tu˧˧˦$
賴	læ˧˩$
賺	ʣæ̃˨˨˧$
購	køʏ˥˩$
賽	sæ˥˩$
贅	ʨye˥˩$
贈	ʣᴇŋ˧˩$
贊	ʦæ̃˥˩$
贏	ɦiŋ˨˨˧$
贓	ʦɑŋ˦˧˧$
贖	ʑyɔʔ˧˦$
贝	pe˥˩$
贞	ʨiᴇŋ˦˧˧$
负	vu˧˩$
贡	koŋ˥˩$
财	zæ˨˨˧$
责	ʦəʔ˥$
贤	ɦiɪ̃˨˨˧$
败	bæ˧˩$
账	ʨiæ̃˥˩$
货	hʌɤ˥˩$
质	ʨiɘʔ˥$
贩	fæ̃˥˩$
贪	tʰɯ̃˦˧˧$
贫	biŋ˨˨˧$
贬	piɪ̃˦˧˧$
购	køʏ˥˩$
贯	kɯ̃˥˩$
贰	ɚ˥˩$
贱	ziɪ̃˧˩$
贴	tʰiɪʔ˥$
贵	kue˥˩$
贷	dæ˧˩$
贸	mɒ˧˩$
费	fi˥˩$
贺	ɦʌɤ˧˩$
贼	zəʔ˧˦$
贾	ʨiɑ˧˧˦$
贿	hue˥˩$
赁	ȵiŋ˧˩$
赂	lu˧˩$
赃	ʦɑŋ˦˧˧$
资	ʦɿ˦˧˧$
赊	ɕiɑ˦˧˧$
赋	fu˥˩$
赌	tu˧˧˦$
赎	ʑyɔʔ˧˦$
赏	ɕiæ̃˧˧˦$
赐	ʦʰɿ˥˩$
赔	bæ˨˨˧$
赖	læ˧˩$
赘	ʨye˥˩$
赚	ʣæ̃˨˨˧$
赛	sæ˥˩$
赞	ʦæ̃˥˩$
赠	ʣᴇŋ˧˩$
赢	ɦiŋ˨˨˧$
赤	ʦʰɑʔ˥$
赦	ɕiæ˥˩$
赫	həʔ˥$
走	ʦʌɤ˧˧˦$
赴	fu˥˩$
赵	ʥiɒ˧˩$
赶	kɯ̃˧˧˦$
起	ʨʰi˧˧˦$
趁	ʨʰiᴇŋ˥˩$
超	ʨʰiɒ˦˧˧$
越	ɦyʊʔ˧˦$
趋	ʦʰy˦˧˧$
趕	kɯ̃˧˧˦$
趙	ʥiɒ˧˩$
趟	tʰɑŋ˥˩$
趣	ʦʰi˥˩$
趨	ʦʰy˦˧˧$
足	ʦɔʔ˥$
趾	ʦɿ˧˧˦$
跃	ɦiɑʔ˧˦$
跌	tiɪʔ˥$
跑	bɒ˨˨˧$
距	ʥy˧˩$
跟	kᴇŋ˦˧˧$
跡	ʦiɪʔ˥$
跨	kʰo˥˩$
跪	gue˧˩$
路	lu˧˩$
跳	tʰiɒ˥˩$
践	siɪ̃˧˧˦$
踏	dɑʔ˧˦$
踐	siɪ̃˧˧˦$
踒	uæ˧˧˦$
踢	tʰiɪʔ˥$
踪	ʦoŋ˦˧˧$
踱	dɔʔ˧˦$
蹄	di˨˨˧$
蹑	ȵiɪʔ˧˦$
蹤	ʦoŋ˦˧˧$
蹭	ʦʰᴇŋ˥˩$
蹲	dᴇŋ˨˨˧$
躁	ʦɒ˥˩$
躍	ɦiɑʔ˧˦$
躡	ȵiɪʔ˧˦$
身	ɕiᴇŋ˦˧˧$
躬	koŋ˦˧˧$
躲	tʌɤ˧˧˦$
躺	tʰɑŋ˧˧˦$
車	ʦʰo˦˧˧$
軋	gɑʔ˧˦$
軌	kue˧˧˦$
軍	ʨyŋ˦˧˧$
軒	ɕyɯ̃˦˧˧$
軛	əʔ˥$
軟	ȵyɯ̃˧˧˦$
軸	ʥyɔʔ˧˦$
較	ʨiɒ˥˩$
載	ʦæ˧˧˦$
輔	fu˧˧˦$
輕	ʨʰiŋ˦˧˧$
輛	liɪ̃˧˩$
輜	ʦɿ˦˧˧$
輝	hue˦˧˧$
輦	ȵiɪ̃˧˧˦$
輩	pe˥˩$
輪	lᴇŋ˨˨˧$
輯	ʦʰiɪʔ˥$
輸	ɕy˦˧˧$
轄	ɦɑʔ˧˦$
轅	ɦyɯ̃˨˨˧$
轉	ʨyɯ̃˧˧˦$
轍	ʥiɘʔ˧˦$
轎	ʥiɒ˧˩$
轟	hoŋ˦˧˧$
轡	pʰe˥˩$
车	ʦʰo˦˧˧$
轧	gɑʔ˧˦$
轨	kue˧˧˦$
轩	ɕyɯ̃˦˧˧$
转	ʨyɯ̃˧˧˦$
轭	əʔ˥$
轮	lᴇŋ˨˨˧$
软	ȵyɯ̃˧˧˦$
轰	hoŋ˦˧˧$
轴	ʥyɔʔ˧˦$
轻	ʨʰiŋ˦˧˧$
载	ʦæ˧˧˦$
轿	ʥiɒ˧˩$
较	ʨiɒ˥˩$
辅	fu˧˧˦$
辆	liɪ̃˧˩$
辇	ȵiɪ̃˧˧˦$
辈	pe˥˩$
辉	hue˦˧˧$
辎	ʦɿ˦˧˧$
辑	ʦʰiɪʔ˥$
输	ɕy˦˧˧$
辔	pʰe˥˩$
辕	ɦyɯ̃˨˨˧$
辖	ɦɑʔ˧˦$
辙	ʥiɘʔ˧˦$
辛	siŋ˦˧˧$
辞	zɿ˨˨˧$
辟	biɪʔ˧˦$
辣	lɑʔ˧˦$
辦	bæ̃˧˩$
辨	biɪ̃˧˩$
辩	biɪ̃˧˩$
辫	biɪ̃˧˩$
辭	zɿ˨˨˧$
辮	biɪ̃˧˩$
辯	biɪ̃˧˩$
辰	ʥiᴇŋ˨˨˧$
辱	ʑyɔʔ˧˦$
農	noŋ˨˨˧$
边	piɪ̃˦˧˧$
辽	liɒ˨˨˧$
达	dɑʔ˧˦$
迁	ʦʰiɪ̃˦˧˧$
迂	y˦˧˧$
迅	siŋ˥˩$
过	kʌɤ˦˧˧$
迈	mæ˧˩$
迎	ȵiŋ˨˨˧$
运	yŋ˥˩$
近	ʥiŋ˧˩$
还	ɦuæ̃˨˨˧$
进	ʦiŋ˥˩$
远	yɯ̃˧˧˦$
违	ɦue˨˨˧$
连	liɪ̃˨˨˧$
迟	zɿ˨˨˧$
迫	pɔʔ˥$
述	ʥyʊʔ˧˦$
迷	mi˨˨˧$
迸	poŋ˥˩$
迹	ʦiɪʔ˥$
追	ʦe˦˧˧$
退	tʰe˥˩$
送	soŋ˥˩$
适	ɕiɘʔ˥$
逃	dɒ˨˨˧$
逆	ȵiɪʔ˧˦$
选	siɪ̃˧˧˦$
逊	sᴇŋ˥˩$
透	tʰøʏ˥˩$
逐	ʥyɔʔ˧˦$
递	di˧˩$
途	du˨˨˧$
逗	døʏ˧˩$
通	tʰoŋ˦˧˧$
逛	kuɑŋ˥˩$
逝	zɿ˧˩$
逞	ʨʰᴇŋ˧˧˦$
速	sɔʔ˥$
造	zɒ˧˩$
逢	voŋ˨˨˧$
連	liɪ̃˨˨˧$
進	ʦiŋ˥˩$
逵	gue˨˨˧$
逸	ɦiɪʔ˧˦$
逼	piɪʔ˥$
逾	ɦy˨˨˧$
遁	dᴇŋ˧˩$
遂	ze˧˩$
遇	y˥˩$
運	yŋ˥˩$
遍	piɪ̃˥˩$
過	kʌɤ˦˧˧$
遐	ɦiɑ˨˨˧$
道	dɒ˧˩$
達	dɑʔ˧˦$
違	ɦue˨˨˧$
遗	ɦi˨˨˧$
遜	sᴇŋ˥˩$
遝	tɑʔ˥$
遞	di˧˩$
遠	yɯ̃˧˧˦$
遣	ʨʰiɪ̃˧˧˦$
適	ɕiɘʔ˥$
遭	ʦɒ˦˧˧$
遮	ʦo˦˧˧$
遲	zɿ˨˨˧$
遵	ʦᴇŋ˦˧˧$
遷	ʦʰiɪ̃˦˧˧$
選	siɪ̃˧˧˦$
遺	ɦi˨˨˧$
遼	liɒ˨˨˧$
避	bi˧˩$
邀	iɒ˦˧˧$
邁	mæ˧˩$
還	ɦuæ̃˨˨˧$
邊	piɪ̃˦˧˧$
邓	dᴇŋ˧˩$
那	nɑ˥˩$
邦	pɑŋ˦˧˧$
邪	ziɑ˨˨˧$
邮	ɦiøʏ˨˨˧$
邵	ʑiɒ˧˩$
邹	ʦʌɤ˦˧˧$
邻	liŋ˨˨˧$
郁	yɔʔ˥$
郊	ʨiɒ˦˧˧$
郎	lɑŋ˨˨˧$
郑	ʥiᴇŋ˧˩$
郝	hɔʔ˥$
郡	ʥyŋ˧˩$
部	bu˧˩$
郭	kɔʔ˥$
郵	ɦiøʏ˨˨˧$
都	tu˦˧˧$
鄂	ŋɔʔ˧˦$
鄉	ɕiɪ̃˦˧˧$
鄒	ʦʌɤ˦˧˧$
鄙	pi˥˩$
鄧	dᴇŋ˧˩$
鄭	ʥiᴇŋ˧˩$
鄰	liŋ˨˨˧$
酉	iøʏ˧˧˦$
酌	ʨyɔʔ˥$
配	pʰe˥˩$
酒	ʦiøʏ˧˧˦$
酥	su˦˧˧$
酪	lɔʔ˧˦$
酬	ʥiøʏ˨˨˧$
酱	ʦiɪ̃˥˩$
酵	kɒ˥˩$
酷	kʰɔʔ˥$
酸	sɯ̃˦˧˧$
酿	ɦiɪ̃˧˩$
醃	iɪ̃˦˧˧$
醇	ʑyᴇŋ˨˨˧$
醉	ʦe˥˩$
醋	ʦʰu˥˩$
醒	siŋ˧˧˦$
醜	ʨʰiøʏ˧˧˦$
醫	i˦˧˧$
醬	ʦiɪ̃˥˩$
釀	ɦiɪ̃˧˩$
釁	ɕiŋ˥˩$
采	ʦʰæ˧˧˦$
釉	iøʏ˥˩$
释	ɕiɘʔ˥$
釋	ɕiɘʔ˥$
里	li˧˧˦$
重	ʥioŋ˨˨˧$
野	iæ˧˧˦$
量	liɪ̃˨˨˧$
金	ʨiŋ˦˧˧$
釘	tiŋ˦˧˧$
釜	fu˧˧˦$
針	ʨiᴇŋ˦˧˧$
釣	tiɒ˥˩$
釵	ʦʰæ˦˧˧$
鈀	bo˨˨˧$
鈍	dᴇŋ˧˩$
鈔	ʦʰɒ˥˩$
鈞	ʨyŋ˦˧˧$
鈴	liŋ˨˨˧$
鈸	bʊʔ˧˦$
鉗	ʥiɪ̃˨˨˧$
鉛	kʰæ̃˦˧˧$
鉤	køʏ˦˧˧$
鉴	kæ̃˥˩$
銀	ɦiŋ˨˨˧$
銃	ʨʰioŋ˥˩$
銅	doŋ˨˨˧$
銘	miŋ˨˨˧$
銜	ɦæ̃˨˨˧$
銳	ʑye˥˩$
銷	siɒ˦˧˧$
銹	siøʏ˥˩$
銼	ʦʰʌɤ˥˩$
鋒	foŋ˦˧˧$
鋤	zʌɤ˨˨˧$
鋥	ʣᴇŋ˧˩$
鋪	pʰu˦˧˧$
鋸	kæ˥˩$
鋼	kɑŋ˦˧˧$
錄	lɔʔ˧˦$
錐	ʨye˦˧˧$
錘	ʥye˨˨˧$
錛	pᴇŋ˦˧˧$
錠	diŋ˧˩$
錢	ziɪ̃˨˨˧$
錦	ʨiŋ˧˧˦$
錨	mɒ˨˨˧$
錫	siɪʔ˥$
錮	ku˥˩$
錯	ʦʰɔʔ˥$
錶	piɒ˧˧˦$
錾	ʣæ̃˧˩$
鍋	kʌɤ˦˧˧$
鍍	du˧˩$
鍘	zɑʔ˧˦$
鍛	tɯ̃˥˩$
鍬	ʦʰiɒ˦˧˧$
鍵	ʥiɪ̃˧˩$
鎔	ɦioŋ˨˨˧$
鎖	sʌɤ˧˧˦$
鎮	ʨiᴇŋ˥˩$
鏟	ʦʰæ̃˧˧˦$
鏡	ʨiŋ˥˩$
鏨	ʣæ̃˧˩$
鐃	nɒ˨˨˧$
鐘	ʨioŋ˦˧˧$
鐙	tᴇŋ˥˩$
鐮	liɪ̃˨˨˧$
鐲	ʥyɔʔ˧˦$
鐵	tʰiɪʔ˥$
鐸	dɔʔ˧˦$
鑄	ʨy˥˩$
鑊	kɔʔ˥$
鑒	kæ̃˥˩$
鑞	lɑʔ˧˦$
鑰	ɦiɑʔ˧˦$
鑲	siɪ̃˦˧˧$
鑷	ȵiɪʔ˧˦$
鑼	lʌɤ˨˨˧$
鑽	ʦɯ̃˦˧˧$
鑿	zɔʔ˧˦$
钁	ʥyɔʔ˧˦$
针	ʨiᴇŋ˦˧˧$
钉	tiŋ˦˧˧$
钓	tiɒ˥˩$
钗	ʦʰæ˦˧˧$
钝	dᴇŋ˧˩$
钞	ʦʰɒ˥˩$
钟	ʨioŋ˦˧˧$
钢	kɑŋ˦˧˧$
钥	ɦiɑʔ˧˦$
钦	ʨʰiŋ˦˧˧$
钧	ʨyŋ˦˧˧$
钩	køʏ˦˧˧$
钯	bo˨˨˧$
钱	ziɪ̃˨˨˧$
钳	ʥiɪ̃˨˨˧$
钵	pʊʔ˥$
钹	bʊʔ˧˦$
钻	ʦɯ̃˦˧˧$
铁	tʰiɪʔ˥$
铃	liŋ˨˨˧$
铅	kʰæ̃˦˧˧$
铎	dɔʔ˧˦$
铙	nɒ˨˨˧$
铜	doŋ˨˨˧$
铡	zɑʔ˧˦$
铭	miŋ˨˨˧$
铲	ʦʰæ̃˧˧˦$
铳	ʨʰioŋ˥˩$
银	ɦiŋ˨˨˧$
铸	ʨy˥˩$
铺	pʰu˦˧˧$
销	siɒ˦˧˧$
锁	sʌɤ˧˧˦$
锃	ʣᴇŋ˧˩$
锄	zʌɤ˨˨˧$
锅	kʌɤ˦˧˧$
锈	siøʏ˥˩$
锉	ʦʰʌɤ˥˩$
锋	foŋ˦˧˧$
锐	ʑye˥˩$
错	ʦʰɔʔ˥$
锚	mɒ˨˨˧$
锛	pᴇŋ˦˧˧$
锡	siɪʔ˥$
锢	ku˥˩$
锣	lʌɤ˨˨˧$
锤	ʥye˨˨˧$
锥	ʨye˦˧˧$
锦	ʨiŋ˧˧˦$
锭	diŋ˧˩$
键	ʥiɪ̃˧˩$
锯	kæ˥˩$
锹	ʦʰiɒ˦˧˧$
锺	ʨioŋ˦˧˧$
锻	tɯ̃˥˩$
镀	du˧˩$
镇	ʨiᴇŋ˥˩$
镊	ȵiɪʔ˧˦$
镜	ʨiŋ˥˩$
镟	ziɪ̃˧˩$
镢	ʥyɔʔ˧˦$
镫	tᴇŋ˥˩$
镬	kɔʔ˥$
镯	ʥyɔʔ˧˦$
镰	liɪ̃˨˨˧$
镶	siɪ̃˦˧˧$
長	ʥiæ̃˨˨˧$
长	ʥiæ̃˨˨˧$
門	mᴇŋ˨˨˧$
閂	ɕyæ̃˦˧˧$
閃	ɕyɯ̃˧˧˦$
閉	pi˥˩$
開	kʰæ˦˧˧$
閏	yŋ˥˩$
閑	ɦiɪ̃˨˨˧$
間	kæ̃˦˧˧$
閘	zɑʔ˧˦$
閣	kɔʔ˥$
閨	kue˦˧˧$
閩	miŋ˧˧˦$
閱	ʨʰyʊʔ˥$
閹	iɪ̃˦˧˧$
閻	ɦiɪ̃˨˨˧$
闊	kʰuəʔ˥$
闖	ʨʰyɑŋ˧˧˦$
關	kuæ̃˦˧˧$
门	mᴇŋ˨˨˧$
闩	ɕyæ̃˦˧˧$
闪	ɕyɯ̃˧˧˦$
闭	pi˥˩$
问	mᴇŋ˧˩$
闯	ʨʰyɑŋ˧˧˦$
闰	yŋ˥˩$
闲	ɦiɪ̃˨˨˧$
间	kæ̃˦˧˧$
闷	mᴇŋ˧˩$
闸	zɑʔ˧˦$
闹	nɒ˧˩$
闺	kue˦˧˧$
闻	mᴇŋ˨˨˧$
闽	miŋ˧˧˦$
阁	kɔʔ˥$
阄	ʨiøʏ˦˧˧$
阅	ʨʰyʊʔ˥$
阉	iɪ̃˦˧˧$
阎	ɦiɪ̃˨˨˧$
阔	kʰuəʔ˥$
阜	vu˧˩$
队	de˧˩$
阮	ɦyɯ̃˨˨˧$
防	bɑŋ˨˨˧$
阳	ɦiɪ̃˨˨˧$
阴	iŋ˦˧˧$
阵	ʥiᴇŋ˧˩$
阶	kæ˦˧˧$
阻	ʦu˧˧˦$
阿	ɑʔ˥$
附	vu˧˩$
际	ʦi˥˩$
陆	lɔʔ˧˦$
陇	loŋ˧˧˦$
陈	ʥiᴇŋ˨˨˧$
陋	løʏ˧˩$
陌	mɔʔ˧˦$
降	ʨiɪ̃˥˩$
限	ɦiɪ̃˧˩$
陕	ɕyɯ̃˧˧˦$
陛	bi˧˩$
陝	ɕyɯ̃˧˧˦$
陡	tøʏ˧˧˦$
院	yɯ̃˧˩$
陣	ʥiᴇŋ˧˩$
除	ʥy˨˨˧$
险	ɕiɪ̃˧˧˦$
陪	bæ˨˨˧$
陰	iŋ˦˧˧$
陳	ʥiᴇŋ˨˨˧$
陵	liŋ˨˨˧$
陶	dɒ˨˨˧$
陷	ɦæ̃˧˩$
陸	lɔʔ˧˦$
陽	ɦiɪ̃˨˨˧$
隆	loŋ˨˨˧$
隊	de˧˩$
隋	ze˨˨˧$
階	kæ˦˧˧$
隐	iŋ˧˧˦$
隔	kɑʔ˥$
隘	æ˥˩$
際	ʦi˥˩$
障	ʨiæ̃˥˩$
隧	ze˧˩$
險	ɕiɪ̃˧˧˦$
隱	iŋ˧˧˦$
隴	loŋ˧˧˦$
隶	li˧˩$
隸	li˧˩$
难	næ̃˨˨˧$
雀	ʦʰiɑʔ˥$
雁	ŋæ̃˥˩$
雄	ɦioŋ˨˨˧$
雅	ɦiɑ˨˨˧$
集	ziɪʔ˧˦$
雇	ku˥˩$
雉	ʦɿ˧˩$
雌	ʦʰɿ˦˧˧$
雍	ioŋ˦˧˧$
雏	zʌɤ˨˨˧$
雕	tiɒ˦˧˧$
雖	se˦˧˧$
雙	ɕyɑŋ˦˧˧$
雛	zʌɤ˨˨˧$
雜	ʣɑʔ˧˦$
雞	ʨi˦˧˧$
雠	ʥiøʏ˨˨˧$
離	li˨˨˧$
難	næ̃˨˨˧$
雨	y˧˧˦$
雪	siɪʔ˥$
雲	ɦyŋ˨˨˧$
零	liŋ˨˨˧$
雷	le˨˨˧$
雹	bɒ˧˩$
電	diɪ̃˧˩$
雾	u˥˩$
需	sy˦˧˧$
霄	siɒ˦˧˧$
震	ʨiᴇŋ˥˩$
霉	me˨˨˧$
霍	hɔʔ˥$
霜	ɕyɑŋ˦˧˧$
霞	ɦiɑ˨˨˧$
霧	u˥˩$
露	lu˧˩$
霸	po˥˩$
靈	liŋ˨˨˧$
青	ʦʰiŋ˦˧˧$
靖	ziŋ˧˩$
静	ziŋ˧˩$
靜	ziŋ˧˩$
非	fi˦˧˧$
靠	kʰɒ˥˩$
靡	mi˨˨˧$
面	miɪ̃˧˩$
靥	iɪʔ˥$
靨	iɪʔ˥$
革	kəʔ˥$
靪	tiŋ˦˧˧$
靴	ɕyæ˦˧˧$
鞋	ɦæ˨˨˧$
鞍	ɯ̃˦˧˧$
鞏	koŋ˧˧˦$
鞘	ʦʰiɒ˥˩$
鞭	piɪ̃˦˧˧$
韁	ʨiɪ̃˦˧˧$
韌	iᴇŋ˧˧˦$
韓	ɦɯ̃˨˨˧$
韧	iᴇŋ˧˧˦$
韩	ɦɯ̃˨˨˧$
韭	ʨiøʏ˧˧˦$
音	iŋ˦˧˧$
韵	yŋ˥˩$
韶	ʑiɒ˨˨˧$
韻	yŋ˥˩$
頁	ɦiɪʔ˧˦$
頂	tiŋ˧˧˦$
頃	ʨʰiŋ˧˧˦$
項	ɦɑŋ˧˩$
順	ʑyᴇŋ˧˩$
須	sy˦˧˧$
頌	zoŋ˧˩$
預	y˥˩$
頑	ɦuɯ̃˨˨˧$
頒	pæ̃˦˧˧$
頓	tᴇŋ˥˩$
頗	pʰʌɤ˦˧˧$
領	liŋ˧˧˦$
頭	døʏ˨˨˧$
頸	ʨiŋ˧˧˦$
頻	biŋ˨˨˧$
顆	kʰʌɤ˦˧˧$
題	di˨˨˧$
額	ŋəʔ˧˦$
顏	ŋæ̃˨˨˧$
願	yɯ̃˥˩$
顛	tiɪ̃˦˧˧$
類	le˧˩$
顧	ku˥˩$
顫	ʦæ̃˥˩$
顯	ɕiɪ̃˧˧˦$
顴	ʥyɯ̃˨˨˧$
页	ɦiɪʔ˧˦$
顶	tiŋ˧˧˦$
顷	ʨʰiŋ˧˧˦$
项	ɦɑŋ˧˩$
顺	ʑyᴇŋ˧˩$
须	sy˦˧˧$
顽	ɦuɯ̃˨˨˧$
顾	ku˥˩$
顿	tᴇŋ˥˩$
颁	pæ̃˦˧˧$
颂	zoŋ˧˩$
预	y˥˩$
领	liŋ˧˧˦$
颇	pʰʌɤ˦˧˧$
颈	ʨiŋ˧˧˦$
频	biŋ˨˨˧$
颖	iŋ˧˧˦$
颗	kʰʌɤ˦˧˧$
题	di˨˨˧$
颜	ŋæ̃˨˨˧$
额	ŋəʔ˧˦$
颠	tiɪ̃˦˧˧$
颤	ʦæ̃˥˩$
颧	ʥyɯ̃˨˨˧$
風	foŋ˦˧˧$
颼	sʌɤ˦˧˧$
飄	pʰiɒ˦˧˧$
风	foŋ˦˧˧$
飕	sʌɤ˦˧˧$
飘	pʰiɒ˦˧˧$
飛	fi˦˧˧$
飞	fi˦˧˧$
食	ʑiɘʔ˧˦$
飢	ʨi˦˧˧$
飨	ɕiɪ̃˧˧˦$
飩	dᴇŋ˨˨˧$
飭	ʨʰiɘʔ˥$
飯	væ̃˧˩$
飲	iŋ˧˧˦$
飴	ɦi˨˨˧$
飼	zɿ˧˩$
飽	pɒ˧˧˦$
飾	ɕiɘʔ˥$
餃	ʨiɒ˧˧˦$
餅	piŋ˧˧˦$
養	iɪ̃˧˧˦$
餌	ɚ˧˧˦$
餐	ʦʰæ̃˦˧˧$
餑	bəʔ˧˦$
餓	ŋʌɤ˧˩$
餘	ɦy˨˨˧$
餛	ɦuᴇŋ˨˨˧$
餞	ziɪ̃˧˩$
餡	ɦæ̃˧˩$
館	kɯ̃˧˧˦$
餾	løʏ˨˨˧$
餿	sʌɤ˦˧˧$
饃	mʌɤ˨˨˧$
饅	mɯ̃˨˨˧$
饑	ʨi˦˧˧$
饒	ȵiɒ˨˨˧$
饗	ɕiɪ̃˧˧˦$
饞	zæ̃˨˨˧$
饥	ʨi˦˧˧$
饨	dᴇŋ˨˨˧$
饬	ʨʰiɘʔ˥$
饭	væ̃˧˩$
饮	iŋ˧˧˦$
饯	ziɪ̃˧˩$
饰	ɕiɘʔ˥$
饱	pɒ˧˧˦$
饲	zɿ˧˩$
饴	ɦi˨˨˧$
饵	ɚ˧˧˦$
饶	ȵiɒ˨˨˧$
饺	ʨiɒ˧˧˦$
饼	piŋ˧˧˦$
饽	bəʔ˧˦$
饿	ŋʌɤ˧˩$
馀	ɦy˨˨˧$
馃	kʌɤ˧˧˦$
馄	ɦuᴇŋ˨˨˧$
馅	ɦæ̃˧˩$
馆	kɯ̃˧˧˦$
馊	sʌɤ˦˧˧$
馋	zæ̃˨˨˧$
馍	mʌɤ˨˨˧$
馏	løʏ˨˨˧$
馒	mɯ̃˨˨˧$
首	ɕiøʏ˧˧˦$
香	ɕiɪ̃˦˧˧$
馨	ɕiŋ˦˧˧$
馬	mo˧˧˦$
馮	voŋ˨˨˧$
馱	dʌɤ˨˨˧$
馳	ʣɿ˨˨˧$
駁	pɔʔ˥$
駐	ʨy˥˩$
駒	ʨy˦˧˧$
駕	ʨiɑ˥˩$
