㑃	æ˥˨˧
下半夜	ɦo˨˨˧ pø˧ iɑ˨˩
下半年	ɦo˨˨˧ pø˧ ȵiɪ˨˩
下半日	ɦo˩˧ pø˧ ȵiəʔ˨
下塘	ɦo˨˨˧ dɑ̃˨˩
下头	ɦo˩˧ dʏ
下家	ɦo˨˨˧ kɑ˧
下巴	ɦo˨˨˧ bo˧
下巴饞	ɦo˨˨˧ bo˧ zᴇ˨˩
下巴馋	ɦo˨˨˧ bo˧ zᴇ˨˩
下房	ɦo˨˨˧ vɑ̃˧
下手	ɦo˨˨˧ sʏ˧
下搭头	ɦo˨˨˧ taʔ˨ dʏ˧
下搭背	ɦo˧˩ taʔ˨ pᴇ˨˩
下搭頭	ɦo˨˨˧ taʔ˨ dʏ˧
下旬	ɦo˨˨˧ zin˨˩
下晚昼	ɦo˨˨˧ mᴇ˧ ʦʏ˨˩
下晚晝	ɦo˨˨˧ mᴇ˧ ʦʏ˨˩
下款	ɦo˩˧ kʰuø˧
下水	ɦo˩˧ sɥ˧
下海	ɦo˩˧ hᴇ˧
下灶	ɦo˧˩ ʦæ˨˩
下爿	ɦo˨˨˧ bᴇ˧
下田	ɦo˧˩ diɪ˨˨˧
下种	ɦo˨˨˧ ʦoŋ˥˩
下種	ɦo˨˨˧ ʦoŋ˥˩
下竈	ɦo˧˩ ʦæ˨˩
下脚	ɦo˨˨˧ ʨiɑʔ˨
下腳	ɦo˨˨˧ ʨiɑʔ˨
下身	ɦo˨˨˧ sən˧
下霜	ɦo˧˩ sɑ̃˧
下露水	ɦo˧˩ ləu˧˩ sɥ˨˩
下面	ɦo˨˨˧ miɪ
下頦	ɦo˨˨˧ ᴇ˧
下頦肉	ɦo˨˨˧ ᴇ˧ ȵioʔ˨˧
下頭	ɦo˩˧ dʏ
下颏	ɦo˨˨˧ ᴇ˧
下颏肉	ɦo˨˨˧ ᴇ˧ ȵioʔ˨˧
下風	ɦo˨˨˧ foŋ˨˩
下風頭	ɦo˨˨˧ foŋ˧ dʏ
下风	ɦo˨˨˧ foŋ˨˩
下风头	ɦo˨˨˧ foŋ˧ dʏ
下飯	ɦo˨˨˧ vᴇ˨˩
下饭	ɦo˨˨˧ vᴇ˨˩
下首	ɦo˨˨˧ sʏ˧
不	piəʔ˦˧
与	ɦyⱼ˨˧˩
丏	mi˨˧˩
丐	kᴇ˥˨˧
丑	ʦʰʏ˥˩
专	ʦø˥
且	ʦʰiɑ˥˩
丕	pʰᴇ˦
世	sʮ˥˨˧
丘	ʨʰy˦
丙	pin˥˩
业	ȵiəʔ˨˧
丛	zoŋ˨˨˧
东	toŋ˦
东园	toŋ˥ ɦiø˨˩
东家	toŋ˥ kɑ˨˩
东山	toŋ˥ sᴇ˨˩
东横头	toŋ˥ ɦuã˧ dʏ
东面	toŋ˥ miɪ
丝	sɿ˦
丝弦家生	sɿ˥ ɦiɪ˧ kɑ˥ sã˨˩
丝瓜	sɿ˥ ko˨˩
丝瓜筋	sɿ˥ ko˧ ʨin˨˩
丝线店	sɿ˥ siɪ˧ tiɪ˨˩
丝绵	sɿ˥ miɪ˨˩
丝绵胎	sɿ˥ miɪ˧ tʰᴇ˨˩
丝袜	sɿ˥ maʔ˨
丝车	sɿ˥ ʦʰo˨˩
丞	zən˨˨˧
丟	tøʏ˦
丢	tøʏ˦
两	liã˥˩
两个	liã˧˩ kəʔ
两个半个	liã˧˩ kəʔ pø˥˩ kəʔ
两亩	liã˧˩ m˧
两分	liã˧˩ fən˥
两厘	liã˧˩ li˩˧
两号	liã˧˩ ɦæ˨˩
两头大	liã˨˨˧ dʏ˧ dəu˨˩
两头春	liã˧˩ dʏ˧ ʦʰən˨˩
两家头	liã˨˨˧ kɑ˧ dʏ
两寸	liã˧˩ ʦʰən˨˩
两尺	liã˧˩ ʦʰɑʔ˥
两担	liã˨˨˧ tᴇ˨˩
两斤	liã˧˩ ʨin˨˩
两点水	liã˧˩ tiɪ˧ sɥ˨˩
两百五	liã˧˩ pɑʔ˨ ŋ̍˧
两百五十	liã˨˨˧ pɑʔ˨ ŋ̍˧ səʔ˨
两眼灶	liã˧˩ ŋᴇ˧ ʦæ˨˩
两脚书橱	liã˧˩ ʨiɑʔ˨ sɥ˧ zɥ˨˩
两脚车	liã˧˩ ʨiɑʔ˨ ʦʰo˨˩
两钱	liã˧˩ ziɪ˧
严	ȵi˨˨˧
並	bin˨˧˩
丧	sɑ̃˦
丧事	sɑ̃˥ zɿ˨˩
个	kəʔ˦˧
丫	iɑ˦
丫头	o˥ dʏ
丫娘	o˥ ȵiã˨˩
丫杈	o˥ ʦʰo˥
丫頭	o˥ dʏ
中	ʦoŋ˦
中人	ʦoŋ˥ ȵin˨˩
中伏	ʦoŋ˥ voʔ˨
中元	ʦoŋ˥ ȵiø˨˩
中旬	ʦoŋ˥ zin˨˩
中昼心里	ʦoŋ˥ ʦʏ˧ sin˧ li
中晝心裡	ʦoŋ˥ ʦʏ˧ sin˧ li
中暑	ʦoŋ˥˩ sɥ˨˩
中气	ʦoŋ˥ ʨʰi˨˩
中氣	ʦoŋ˥ ʨʰi˨˩
中浪向	ʦoŋ˥ lɑ̃ ɕiɑ̃
中秋節	ʦoŋ˥ ʦʰʏ˧ ʦiəʔ˨
中秋节	ʦoŋ˥ ʦʰʏ˧ ʦiəʔ˨
中装	ʦoŋ˥ ʦɑ̃˨˩
中装裤子	ʦoŋ˥ ʦɑ̃˥ kʰəu˥ ʦɿ
中裝	ʦoŋ˥ ʦɑ̃˨˩
中裝褲子	ʦoŋ˥ ʦɑ̃˥ kʰəu˥ ʦɿ
中風	ʦoŋ˥ foŋ˨˩
中风	ʦoŋ˥ foŋ˨˩
中飯	ʦoŋ˥ vᴇ˨˩
中饭	ʦoŋ˥ vᴇ˨˩
丰	foŋ˦
串	ʦʰø˥˨˧
串头绳	ʦʰø˥ dʏ˧ zən˧
串頭繩	ʦʰø˥ dʏ˧ zən˧
临	lin˨˨˧
临帖	lin˨˨˧ tʰiəʔ˨
临帖架子	lin˨˨˧ tʰiəʔ˨ kɑ˧ ʦɿ
临时工	lin˨˨˧ zɥ˧ koŋ˨˩
丸	ɦiø˨˨˧
丹	tᴇ˦
为	ɦuᴇ˨˨˧
为仔	ɦuᴇ˨˨˧ ʦɿ
为俚	ɦuᴇ˧ li˨˩
为倷	ɦuᴇ˧ nᴇ˨˩
为吾	ɦuᴇ˧ ŋəu˨˩
主	ʦʮ˥˩
主人	ʦɥ˥˩ ȵin˧
主婚人	ʦʮ˥˩ huən˥ zən˨˩
主客	ʦɥ˥˩ kʰɑʔ˨
主张	ʦɥ˥˩ ʦã˨˩
主張	ʦɥ˥˩ ʦã˨˩
丽	liⱼ˨˧˩
举	ʨyⱼ˥˩
举人	ʨy˥˩ ȵin˧
举手	ʨy˥˩ sʏ˨˩
乃	nᴇ˨˧˩
久	ʨy˥˩
么	moŋ˨˧˩
义	ȵiⱼ˨˧˩
之	ʦɥ˥
乌	əu˦
乌云	əu˥ ɦyən˨˩
乌桕	əu˥ ʥiʏ˨˩
乌梅饼	əu˥ mᴇ˧ pin˨˩
乌菱	əu˥ lin˨˩
乌贼鱼	əu˥ zəʔ˨ ŋ̍˨˩
乌骨鸡	əu˥ kuəʔ˨ ʨi˨˩
乌龟	əu˥ ʨy˨˩
乌龟壳	əu˥ ʨy˧ kʰoʔ˨
乍	zo˨˧˩
乎	ɦəu˨˨˧
乏	vaʔ˨˧
乏岳子	vaʔ˨˧ ŋoʔ˨˧ ʦɿ
乏嶽子	vaʔ˨˧ ŋoʔ˨˧ ʦɿ
乐	loʔ˨˧
乐器	ɦioʔ˨˧ ʨʰi˥˨˧
乐惠	loʔ˨˧ ɦuᴇ˨˩
乒	pʰin˦
乓	pʰã˦
乔	ʥiæ˨˨˧
乖	kuɑ˥
乘	zən˨˨˧
乘枪势里	ʦʰən˥˩ ʦʰiã˥ sɥ˧ li
乘槍勢裏	ʦʰən˥˩ ʦʰiã˥ sɥ˧ li
乘風涼	zən˨˨˧ foŋ˥ liã˨˩
乘风凉	zən˨˨˧ foŋ˥ liã˨˩
乙	iəʔ˦˧
乜	mi˨˨˧
九	ʨiʏ˥˩
九个	ʨiʏ˥˩ kəʔ
九九	ʨiʏ˥˩ ʨiʏ˨˩
九九归元	ʨiʏ˥˩ ʨiʏ˨˩ kuᴇ˧ ɦiø˧
九九歸元	ʨiʏ˥˩ ʨiʏ˨˩ kuᴇ˧ ɦiø˧
九個	ʨiʏ˥˩ kəʔ
九十	ʨiʏ˥˩ səʔ˨
九十一	ʨiʏ˥˩ zəʔ˨ iəʔ˨
九号	ʨiʏ˥˩ ɦæ˧˩
九子盘	ʨiʏ˥˩ ʦɿ˧ bø˧
九子盤	ʨiʏ˥˩ ʦɿ˧ bø˧
九號	ʨiʏ˥˩ ɦæ˧˩
九雌十雄	ʨiʏ˥˩ ʦʰɿ˧ zəʔ˨˧ ɦioŋ˨˩
九饅頭	ʨiʏ˥˩ mø˧ dʏ˨˨˧
九馒头	ʨiʏ˥˩ mø˧ dʏ˨˨˧
乞	ʨʰiəʔ˦˧
也	i˦
习	ziəʔ˨˧
乡	ɕiã˦
乡下	ɕiã˥ ɦo
乡下人	ɕiã˥ ɦo˧ ȵin˨˩
乡下头	ɕiã˥ ɦo˨˩ dʏ
乡下曲辫子	ɕiã˥ ɦo˧ ʨʰioʔ˨ biɪ˧ ʦɿ
乡教先生	ɕiã˥ kæ˥ siɪ˧ sã˨˩
书	sʮ˦
书包	sɥ˥ pæ˨˩
书场	sɥ˥ zã˨˩
书坊店	sɥ˥ fã˧ tiɪ˨˩
书局	sɥ˥ ʥioʔ˨
书房间	sɥ˥ vɑ̃˧ kᴇ˨˩
书架	sɥ˥ kɑ˨˩
书橱	sɥ˥ zɥ˧
书毒头	sɥ˥ doʔ˨˧ dʏ
书法	sɥ˥ faʔ˨
书画扇子	sɥ˥ ɦo˧ sø˥˨˨˧ ʦɿ
书筹	sɥ˥ zʏ˨˩
乩	ʨiⱼ˦
乩坛	ʨi˥ dᴇ˨˩
乩壇	ʨi˥ dᴇ˨˩
买	mɑ˨˧˩
买头	mɑ˧˩ dʏ˧
买小菜篮	mɑ˧˩ siæ˥ ʦʰᴇ˧ lᴇ˨˩
乱	lø˧˩
乱七八糟	lø˧˩ ʦʰiəʔ˨ poʔ˨ ʦæ˨˩
乳	zʮ˨˧˩
乳腐	zɥ˨˨˧ vu˨˩
乾	ʥi˨˨˧
乾兒子	kø˥ ȵi˧ ʦɿ
乾咳嗽	kø˥ kʰəʔ˨ sʏ˨˩
乾娘	kø˥ ȵiã˨˩
乾折	kø˥ ʦəʔ˨
乾杯	kø˥ pᴇ˥
乾果	kø˥ kəu˨˩
乾淨	kø˥ zin˨˩
乾生元	ʥiɪ˨˨˧ sən˧ ȵiø˨˩
乾衣潔淨	kø˥ i˧ ʨiəʔ˨ zin˧˩
亂	lø˨˧˩
亂七八糟	lø˧˩ ʦʰiəʔ˨ poʔ˨ ʦæ˨˩
了	liæ˨˧˩
予	ɦyⱼ˨˨˧
争	ʦã˥
争气	ʦã˥ ʨʰi˨˩
争食潭	ʦã˥ zəʔ˨ dø˧
事	zɿ˨˧˩
二	əl˧˩
二下巴	ȵi˨˨˧ ɦo˧ bo˨˩
二两	ȵi˧˩ liã˧
二亩	ȵi˧˩ m˧
二兩	ȵi˧˩ liã˧
二分	ȵi˧˩ fən˥
二十	ȵi˧˩ səʔ˨
二十一	əl˨˨˧ zəʔ˨ iəʔ˨
二夹脊	ȵi˧˩ kaʔ˥ ʦiəʔ˥
二夾脊	ȵi˧˩ kaʔ˥ ʦiəʔ˥
二婚头	ȵi˨˨˧ huən˧ dʏ
二婚頭	ȵi˨˨˧ huən˧ dʏ
二寸	ȵi˧˩ ʦʰən˨˩
二尺	ȵi˧˩ ʦʰɑʔ˦˧˥
二房东	ȵi˩˧ vɑ̃˧ toŋ˨˩
二房東	ȵi˩˧ vɑ̃˧ toŋ˨˩
二斤	ȵi˧˩ ʨin˨˩
二枪	ȵi˧˩ ʦʰiã˧
二梁	ȵi˧˩ liã˧
二槍	ȵi˧˩ ʦʰiã˧
二爷	ȵi˧˩ ɦiɑ˧
二爺	ȵi˧˩ ɦiɑ˧
二畝	ȵi˧˩ m˧
二百五	əl˨˨˧ pɑʔ˨ əu˨˩
二舱	ȵi˧˩ ʦʰã˧
二艙	ȵi˧˩ ʦʰã˧
二錢	ȵi˧˩ ziɪ˧
二钱	ȵi˧˩ ziɪ˧
二阿哥	ȵi˩˧ aʔ˥ kəu˧
二面	ȵi˧˩ miɪ˨˩
于	yⱼ˦
亏	kʰuᴇ˦
亏得	ʨʰy˥ təʔ˨
云	ɦyən˨˨˧
云土	ɦyən˨˨˧ tʰəu˧
云片糕	ɦyən˨˨˧ pʰiɪ˧ kæ˨˩
云腿	ɦyən˨˨˧ tʰᴇ˧
互	ŋəu˨˧˩
五	ŋ̍˨˨˧
五个	ŋ̍˨˨˧ kəʔ
五人墓	əu˥ zən˧ məu˨˩
五個	ŋ̍˨˨˧ kəʔ
五十	ŋ̍˨˨˧ zəʔ˨
五十一	ŋ̍˨˨˧ zəʔ˨˧ iəʔ˨
五千	ŋ̍˨˨˧ ʦʰiɪ˧
五号	ŋ̍˧˩ ɦæ˨˩
五官	əu˥ kuø˨˩
五斗橱	ŋ̍˨˨˧ tʏ˧ zɥ˨˩
五湖四海	əu˥ ɦəu˧ sɿ˥ hᴇ˨˩
五穀	əu˥˩ koʔ˨
五脏	əu˥ zɑ̃˨˩
五臟	əu˥ zɑ̃˨˩
五花八門	ŋ̍˧˩ ho˥ poʔ˨ mən˧
五花八门	ŋ̍˧˩ ho˥ poʔ˨ mən˧
五號	ŋ̍˧˩ ɦæ˨˩
五谷	əu˥˩ koʔ˨
五香來白糖	ŋ̍˨˨˧ ɕiã˥ lᴇ˧ bɑʔ˨˧ dɑ̃˨˩
五香来白糖	ŋ̍˨˨˧ ɕiã˥ lᴇ˧ bɑʔ˨˧ dɑ̃˨˩
五香豆	ŋ̍˨˨˧ ɕiã˥ dʏ˨˩
五鬥櫥	ŋ̍˨˨˧ tʏ˧ zɥ˨˩
井	ʦin˥˩
井栏圈	ʦin˥˩ lᴇ˧ ʨʰiø˨˩
井欄圈	ʦin˥˩ lᴇ˧ ʨʰiø˨˩
井水	ʦin˥˩ sɥ˨˩
亘	kən˥˨˧
亙	kən˥˨˧
亚	io˦
些	siⱼ˦
亞	io˦
亟	ʨiəʔ˦˧
亡	mɑ̃˨˨˧
亡人	mɑ̃˨˨˧ ȵin˧
亢	kʰɑ̃˥˨˧
交	ʨiæ˥
交交关关	ʨiæ˥ ʨiæ˧ kuᴇ˧ kuᴇ˨˩
交交關關	ʨiæ˥ ʨiæ˧ kuᴇ˧ kuᴇ˨˩
交代	kæ˥ dᴇ˨˩
交伏	kæ˥ voʔ˨
交关	ʨiæ˥ kuᴇ˨˩
交切片	ʨiæ˥ ʦʰiəʔ˦˧ pʰiɪ˨˩
交椅	kæ˥ y˨˩
交關	ʨiæ˥ kuᴇ˨˩
亥	ɦᴇ˧˩
亦	ɦiəʔ˨˧
产	ʦʰᴇ˥˩
亨	hã˦
亨孛冷打	hã˥ bəʔ˨ lã˧ tã˨˩
亩	m̩˧˩
享	ɕiã˥˩
京	ʨin˦
京戏	ʨin˥ ɕi˨˩
京戲	ʨin˥ ɕi˨˩
京貨店	ʨin˥ həu˧ tiɪ˨˩
京货店	ʨin˥ həu˧ tiɪ˨˩
亭	din˨˨˧
亭子	din˨˨˧ ʦɿ
亮	liã˧˩
亮晶晶	liã˨˨˧ ʦin˧ ʦin˨˩
亮月	liã˨˨˧ ŋəʔ˨
亲	ʦʰin˥
亲婆	ʦʰin˥ bu˨˩
亲家	ʦʰin˥ kɑ˨˩
亲家公	ʦʰin˥ kɑ˧ koŋ˨˩
亲家姆	ʦʰin˥ kɑ˧ m̩˨˩
亲生	ʦʰin˥ sã˨˩
亲眷	ʦʰin˥ ʨiø˨˩
亳	boʔ˨˧
亵	siəʔ˦˧
人	ȵin˨˨˧
人中	ȵin˨˨˧ ʦoŋ˧
人人	ȵin˨˨˧ ȵin˧
人來瘋	ȵin˨˨˧ lᴇ˧ foŋ˨˩
人参	ȵin˨˨˧ sən˧
人参萝卜	ȵin˨˨˧ sən˧ læ˧ boʔ
人參	ȵin˨˨˧ sən˧
人參蘿蔔	ȵin˨˨˧ sən˧ læ˧ boʔ
人品	ȵin˨˨˧ pʰin˧
人家	ȵin˨˨˧ kɑ˨˩
人情	ȵin˨˨˧ zin˧
人手	ȵin˨˨˧ sʏ˧
人来疯	ȵin˨˨˧ lᴇ˧ foŋ˨˩
人笃	ȵin˨˨˧ toʔ˨
人篤	ȵin˨˨˧ toʔ˨
人緣	ȵin˨˨˧ ɦiø˧
人缘	ȵin˨˨˧ ɦiø˧
人證	zən˨˨˧ ʦən˧
人证	zən˨˨˧ ʦən˧
人造丝	zən˨˨˧ zæ˧ sɿ˨˩
人造棉	zən˨˨˧ zæ˧ miɪ˨˩
人造絲	zən˨˨˧ zæ˧ sɿ˨˩
亿	iⱼ˥˨˧
什	səʔ˦˧
仁	zən˨˨˧
仁丹胡子	zən˧˩ tᴇ˥ ɦəu˧ ʦɿ
仁丹鬍子	zən˧˩ tᴇ˥ ɦəu˧ ʦɿ
仂	ləʔ˦˧
仃	tin˦
仄	ʦəˀ˦˧
仅	ʥin˨˧˩
仆	boʔ˨˧
仇	zøʏ˨˨˧
今	ʨin˦
今年	ʨin˥ ȵiɪ˨˩
今朝	ʨin˥ ʦæ˨˩
介	ʨiɑ
仍	zən˨˨˧
从	zoŋ˨˨˧
从小	zoŋ˨˨˧ siæ˧
从此	zoŋ˨˨˧ ʦʰɿ˨˩
仑	lən˨˨˧
仓	ʦʰɑ̃˦
仓促	ʦʰɑ̃˥ ʦʰoʔ˨
仓库	ʦʰɑ̃˥ kʰəu˨˩
仔	ʦɿ
仕	zɿ˨˧˩
他	tʰɑ˦
仗	zã˨˧˩
付	fu˥˨˧
仙	siɪ˥
仙人掌	siɪ˥ ȵin˧ ʦã˨˩
仙人球	siɪ˥ ȵin˧ ʥiʏ˧
仙人跳	siɪ˥ ȵin˧ tʰiæ˨˩
仙人鞭	siɪ˥ ȵin˧ piɪ˧
仙游	siɪ˥ ɦiʏ˨˩
仙老爷	siɪ˥ læ˧ ɦiɑ˨˩
仙老爺	siɪ˥ læ˧ ɦiɑ˨˩
仙遊	siɪ˥ ɦiʏ˨˩
仙鶴	siɪ˥ ŋoʔ˨
仙鹤	siɪ˥ ŋoʔ˨
仞	zən˨˧˩
仟	ʦʰi˦
代	dᴇ˨˧˩
代代糕	dᴇ˧˩ dᴇ˧ kæ˨˩
代笔	dᴇ˨˨˧ piəʔ˨
代筆	dᴇ˨˨˧ piəʔ˨
令	lin˨˧˩
以	iⱼ˥˩
仪	ȵiⱼ˨˨˧
们	mən˨˨˧
仰	ȵiã˥˩
仲	zoŋ˨˧˩
仳	phiⱼ˥˩
仵	ŋ˨˧˩
仵作	ŋ̍˧˩ ʦoʔ˨
件	ʥiɪ˧˩
价	kɑ˥˨˧
任	zən˧˩
任性	zən˧˩ sin˨˩
份	vən˨˧˩
仿	fɑ̃˥˩
企	ʨʰiⱼ˥˩
伈	sin˥˩
伉	kʰɑ̃˥˨˧
伊	iⱼ˦
伍	ŋ˨˧˩
伎	ʥiⱼ˨˧˩
伏	bu˨˧˩
伏裏	voʔ˨˧ li
伏里	voʔ˨˧ li
伐	vaʔ˨˧
休	ɕy˦
伕	fu˦
众	ʦoŋ˥˨˧
众人	ʦoŋ˥ ȵin˧
众牲	ʦoŋ˥ sã˨˩
优	y˦
伙	həu˥˩
伙仓	həu˥˩ ʦʰɑ̃˨˩
伙计	həu˥˩ ʨi˨˩
伙食	həu˥˩ zəʔ˨
会	ɦuᴇ˧˩
会书	ɦuᴇ˧˩ sɥ˧
会官司	ɦuᴇ˨˨˧ kuø˥ sɿ˨˩
会钞	ɦuᴇ˨˨˧ ʦʰæ˨˩
伛	øʏ˦
伞	sᴇ˥˨˧
伟	ɦuᴇ˨˧˩
传	zø˨˨˧
传票	zø˨˨˧ pʰiæ˨˩
伤	sɑ̃˦
伤寒症	sɑ̃˥ ɦø˧ ʦən˨˩
伤心	sɑ̃˥ sin˨˩
伤科	sɑ̃˥ kʰəu˨˩
伤脑筋	sɑ̃˥ næ˧ ʨin˨˩
伤阴骘	sɑ̃˥ in˧ ʦiəʔ˨
伤风	sɑ̃˥ foŋ˨˩
伥	ʦhã˦
伦	lən˨˨˧
伧	ʦʰɑ̃˦
伪	ɦuᴇ˨˧˩
伫	zʮ˨˧˩
伯	pɑʔ˦˧
伯伯	pɑʔ˦˧ pɑʔ˦˧
伯姆	pɑʔ˦˧ m̩˨˩
估	kəu˥˩
伲	ȵi˧˩
伲两家头	ȵi˧˩ liã˧˩ kɑ˧ dʏ
伲兩家頭	ȵi˧˩ liã˧˩ kɑ˧ dʏ
伴	bø˧˩
伴房	bø˧˩ vɑ̃˧
伴房小姐	bø˨˨˧ vɑ̃˧ siæ˧ ʦiɑ˨˩
伶	lin˨˨˧
伸	sən˥
伸冤理枉	sən˥ iø˧ li˧ uɑ̃˨˩
伸后脚	sən˥ ɦʏ˧˩ ʨiɑʔ˨
伸後腳	sən˥ ɦʏ˧˩ ʨiɑʔ˨
伸懒腰	sən˥ lᴇ˧˩ iæ˥
伸懶腰	sən˥ lᴇ˧˩ iæ˥
伸手	sən˥ sʏ˥˩
伸手大将军	sən˥ sʏ˧ dɑ˧ ʦiã˧ ʨyən˨˩
伸手大將軍	sən˥ sʏ˧ dɑ˧ ʦiã˧ ʨyən˨˩
伺	zɿ˨˨˧
伻	phən˦
似	zɿ˨˧˩
伽	gɑ˨˨˧
佃	di˨˨˧
但	dᴇ˨˧˩
佇	zʮ˨˧˩
位	ɦuᴇ˧˩
低	ti˥
低三下四	ti˥ sᴇ˧ ɦo˧ sɿ˨˩
低田	ti˥ diɪ˨˩
低能	ti˥ nən˧
住	zʮ˨˧˩
住宅	zɥ˧˩ zɑʔ˨
住家	zɥ˧˩ kɑ˧
佐	ʦəu˥˨˧
佑	ɦy˨˧˩
佒	ɑ̃˥˩
佒头	ã˥˩（或hã˥˩） dʏ˧
佒頭	ã˥˩（或hã˥˩） dʏ˧
体	tʰiⱼ˥˩
佔	ʦø˦
何	ɦəu˨˨˧
佗	dəu˨˨˧
佘	zo˨˨˧
余	ɦyⱼ˨˨˧
佚	ɦiəʔ˨˧
佛	vəʔ˨˧
佛堂	vəʔ˨˧ dɑ̃˧
佛婆	vəʔ˨˧ bu˧
佛手	vəʔ˨˧ sʏ˥˩
佛經	vəʔ˨˧ ʨin˥
佛经	vəʔ˨˧ ʨin˥
佛龕	vəʔ˨˧ kʰø˥
佛龛	vəʔ˨˧ kʰø˥
作	ʦoʔ˦˧
作兴	ʦoʔ˦˧ ɕin˥
作冷	ʦoʔ˦˧ lã˧˩
作冷汛	ʦoʔ˦˧ lã˧˩ sin˨˩
作准	ʦoʔ˦˧ ʦən˥˩
作坝	ʦoʔ˦˧ po˥˨˧
作壩	ʦoʔ˦˧ po˥˨˧
作头	ʦoʔ˦˧ dʏ˧
作如	ʦoʔ˥ zɥ˥
作成	ʦoʔ˦˧ zən˧
作文本	ʦoʔ˥ vən˧ pen˧
作文簿	ʦoʔ˦˧ vən˧ bu˧
作料	ʦoʔ˦˧ liæ˨˩
作死	ʦoʔ˦˧ si˥˩
作準	ʦoʔ˦˧ ʦən˥˩
作興	ʦoʔ˦˧ ɕin˥
作酸	ʦoʔ˦˧ sø˥
作頭	ʦoʔ˦˧ dʏ˧
佝	høʏ˦
佞	ȵin˨˧˩
佟	doŋ˨˨˧
你	niⱼ˦
佣	ɦioŋ˨˧˩
佣人	ɦioŋ˨˨˧ ȵin˨˩
佩	bᴇ˨˧˩
佬	læ˨˧˩
佮	kəʔ˦˧
佮淘	kəʔ˦˧ dæ˨˨˧
佯	ɦiã˨˨˧
佰	pɑʔ˦˧
佳	ʨiɑ˦
併	pin˥˩
佶	ʨiəʔ˦˧
佻	tʰiæ˦
佼	ʨiæ˦
使	sɿ˥˩
侁	sən˦
侃	kʰø˥˨˧
侄	zəʔ˨˧
侄囡五	zəʔ˨˧ nø˨˨˧ ŋ̍
來	lᴇ˨˨˧
來事	lᴇ˨˨˧ zɿ˧
來回	lᴇ˨˨˧ ɦuᴇ˧
來往	lᴇ˨˨˧ uɑ̃˧
來路貨	lᴇ˨˨˧ ləu˧ həu˨˩
來頭	lᴇ˨˨˧ dʏ˨˩
侈	ʦʰʮ˥˩
侉	kʰo˥˨˧
例	liⱼ˨˧˩
侍	zɿ˨˧˩
侏	ʦʮ˦
侖	lən˨˨˧
侗	doŋ˨˨˧
供	koŋ˦
供桌	koŋ˥ ʦoʔ˨
依	i˥
侠	ɦiɑʔ˨˧
侣	liⱼ˨˧˩
侥	ʨiæ˥˩
侦	ʦən˦
侧	ʦəʔ˦˧
侧倒	ʦəʔ˦˧ tæ˥˩
侧刀	ʦəʔ˦˧ tæ˥
侧水桶	ʦəʔ˦˧ sɥ˨˩ doŋ˨˩
侧转困	ʦəʔ˦˧ ʦø˥˩ kʰuən˨˩
侨	ʥiæ˨˨˧
侩	kuᴇ˥˨˧
侪	zᴇ˨˨˧
侬	noŋ˨˨˧
侮	vu˨˨˧
侯	ɦøʏ˨˨˧
侵	ʦʰin˦
侶	liⱼ˨˧˩
便	bi˨˨˧
便宜	biɪ˨˨˧ ȵiəʔ˧
便帽	biɪ˨˨˧ mæ˨˨˧
便当	biɪ˨˨˧ tɑ̃˨˩
便桶	biɪ˨˨˧ doŋ˧
便當	biɪ˨˨˧ tɑ̃˨˩
促	ʦʰoʔ˦˧
促掐	ʦʰoʔ˦˧ kʰaʔ˦˧
俄	ŋəu˨˨˧
俅	ʥy˨˨˧
俊	ʦin˥˨˧
俎	ʦəu˥˩
俏	ʦʰiæ˥˨˧
俐	liⱼ˨˧˩
俑	ɦioŋ˨˧˩
俗	zoʔ˨˧
俘	fu˦
俚	li˥
俚倷	li˥ nᴇ˨˩
俚笃	li˥ toʔ
俚笃两家头	li˥ toʔ liã˧˩ kɑ˧ dʏ
俚篤	li˥ toʔ
俚篤兩家頭	li˥ toʔ liã˧˩ kɑ˧ dʏ
俜	phin˦
保	pæ˥˩
保人	pæ˥˩ ȵin˧
保圣寺	pæ˥˩ sən˧ zɿ˨˩
保本	pæ˥˩ pən˥˩
保聖寺	pæ˥˩ sən˧ zɿ˨˩
保释	pæ˥˩ səʔ˨
保釋	pæ˥˩ səʔ˨
俞	ɦyⱼ˨˨˧
俟	zɿ˨˧˩
俠	ɦiɑʔ˨˧
信	sin˥˨˧
俦	zøʏ˨˨˧
俨	ȵi˨˧˩
俩	liã˨˧˩
俪	liⱼ˨˧˩
俭	ʥi˨˧˩
修	søʏ˦
修娖	sʏ˥ ʦoʔ˨
修節掐	sʏ˥ ʦiəʔ˦˧ kʰaʔ˦˧
修节掐	sʏ˥ ʦiəʔ˦˧ kʰaʔ˦˧
修面	sʏ˥ miɪ˧˩
修頂	sʏ˥ tin˥˩
修顶	sʏ˥ tin˥˩
俯	fu˥˩
俱	ʥyⱼ˨˧˩
俸	foŋ˥˨˧
俺	ᴇ˦
俾	pᴇ˥˩
倀	ʦhã˦
倆	liã˨˧˩
倉	ʦʰɑ̃˦
倉促	ʦʰɑ̃˥ ʦʰoʔ˨
倉庫	ʦʰɑ̃˥ kʰəu˨˩
個	kəu˥˨˧
倌	kuø˦
倌人	kuø˥ ȵin˨˩
倍	bᴇ˨˧˩
倏	soʔ˦˧
們	mən˨˨˧
倒	tæ˥˩
倒㼑	tæ˥˩ liɪ˨˩
